token	corpus size	all contexts size	frequency	co-frequency	specificity
одном	38534	11850	8	6	1.95
функционирования	38534	11850	8	6	1.95
одной	38534	11850	8	6	1.95
терминах	38534	11850	8	6	1.95
концепцию	38534	11850	6	5	1.94
развитием	38534	11850	6	5	1.94
выполняет	38534	11850	6	5	1.94
объяснение	38534	11850	6	5	1.94
Основные	38534	11850	6	5	1.94
развития	38534	11850	22	12	1.93
теории	38534	11850	38	18	1.88
несколько	38534	11850	13	8	1.79
существование	38534	11850	11	7	1.70
результатом	38534	11850	11	7	1.70
психика	38534	11850	11	7	1.70
представления	38534	11850	11	7	1.70
определяет	38534	11850	11	7	1.70
Вселенной	38534	11850	11	7	1.70
бессознательного	38534	11850	11	7	1.70
связано	38534	11850	21	11	1.68
понять	38534	11850	21	11	1.68
реальности	38534	11850	40	18	1.68
мозга	38534	11850	87	34	1.65
структура	38534	11850	9	6	1.63
Можно	38534	11850	9	6	1.63
структуру	38534	11850	9	6	1.63
структуре	38534	11850	9	6	1.63
Для	38534	11850	19	10	1.59
поэтому	38534	11850	14	8	1.58
больных	38534	11850	7	5	1.56
вывод	38534	11850	7	5	1.56
собственно	38534	11850	7	5	1.56
рассудок	38534	11850	7	5	1.56
общественное	38534	11850	7	5	1.56
основы	38534	11850	7	5	1.56
подсознанием	38534	11850	7	5	1.56
изучающих	38534	11850	3	3	1.54
обосновать	38534	11850	3	3	1.54
включающую	38534	11850	3	3	1.54
широкое	38534	11850	3	3	1.54
физическому	38534	11850	3	3	1.54
принадлежат	38534	11850	3	3	1.54
позволяют	38534	11850	3	3	1.54
Типы	38534	11850	3	3	1.54
примеры	38534	11850	3	3	1.54
контролем	38534	11850	3	3	1.54
Индивидуальное	38534	11850	3	3	1.54
религии	38534	11850	3	3	1.54
образуют	38534	11850	3	3	1.54
довольно	38534	11850	3	3	1.54
сознательный	38534	11850	3	3	1.54
Взаимодействие	38534	11850	3	3	1.54
сфера	38534	11850	3	3	1.54
известных	38534	11850	3	3	1.54
взаимодействие	38534	11850	3	3	1.54
загадочным	38534	11850	3	3	1.54
основанное	38534	11850	3	3	1.54
рассмотреть	38534	11850	3	3	1.54
отсюда	38534	11850	3	3	1.54
градаций	38534	11850	3	3	1.54
Механизм	38534	11850	3	3	1.54
вновь	38534	11850	3	3	1.54
находящиеся	38534	11850	3	3	1.54
заранее	38534	11850	3	3	1.54
двигаться	38534	11850	3	3	1.54
стоит	38534	11850	3	3	1.54
предполагают	38534	11850	3	3	1.54
посмотрим	38534	11850	3	3	1.54
изучение	38534	11850	3	3	1.54
Некоторые	38534	11850	3	3	1.54
нейронные	38534	11850	3	3	1.54
Коллективное	38534	11850	3	3	1.54
совершает	38534	11850	3	3	1.54
механизмов	38534	11850	3	3	1.54
идею	38534	11850	3	3	1.54
и свойства	38534	11850	3	3	1.54
и как	38534	11850	3	3	1.54
свойственно	38534	11850	3	3	1.54
наделен	38534	11850	3	3	1.54
главный	38534	11850	3	3	1.54
несознательными	38534	11850	3	3	1.54
Объяснительный	38534	11850	3	3	1.54
доказывали	38534	11850	3	3	1.54
соотносить	38534	11850	3	3	1.54
квалитативное	38534	11850	3	3	1.54
говорим	38534	11850	3	3	1.54
насколько	38534	11850	3	3	1.54
надлежащего	38534	11850	3	3	1.54
метаментальное	38534	11850	3	3	1.54
Сущность	38534	11850	3	3	1.54
концепцией	38534	11850	3	3	1.54
→	38534	11850	3	3	1.54
включают	38534	11850	3	3	1.54
искать	38534	11850	3	3	1.54
отображает	38534	11850	3	3	1.54
узнать	38534	11850	3	3	1.54
‍	38534	11850	3	3	1.54
единой	38534	11850	5	4	1.51
отрыве	38534	11850	5	4	1.51
существовании	38534	11850	5	4	1.51
кроме	38534	11850	5	4	1.51
причиной	38534	11850	5	4	1.51
компьютера	38534	11850	5	4	1.51
Очевидно	38534	11850	5	4	1.51
мнение	38534	11850	5	4	1.51
звеном	38534	11850	5	4	1.51
получает	38534	11850	5	4	1.51
примеру	38534	11850	5	4	1.51
появилось	38534	11850	5	4	1.51
из-за	38534	11850	5	4	1.51
статус	38534	11850	5	4	1.51
взгляд	38534	11850	5	4	1.51
свойства	38534	11850	25	12	1.50
существовать	38534	11850	12	7	1.48
становится	38534	11850	12	7	1.48
понимается	38534	11850	12	7	1.48
свободы	38534	11850	12	7	1.48
людей	38534	11850	57	23	1.48
лишь	38534	11850	31	14	1.46
являются	38534	11850	20	10	1.45
Если	38534	11850	34	15	1.45
процессы	38534	11850	40	17	1.43
зрения	38534	11850	23	11	1.42
форме	38534	11850	15	8	1.41
знания	38534	11850	15	8	1.41
эволюции	38534	11850	15	8	1.41
поскольку	38534	11850	15	8	1.41
какой	38534	11850	10	6	1.39
согласно	38534	11850	10	6	1.39
смысле	38534	11850	35	15	1.36
роль	38534	11850	18	9	1.36
основе	38534	11850	18	9	1.36
находится	38534	11850	21	10	1.33
Согласно	38534	11850	24	11	1.31
типа	38534	11850	13	7	1.31
одного	38534	11850	8	5	1.29
форму	38534	11850	8	5	1.29
реальностью	38534	11850	8	5	1.29
содержанием	38534	11850	8	5	1.29
подсознания	38534	11850	8	5	1.29
операций	38534	11850	8	5	1.29
заключается	38534	11850	8	5	1.29
подразумевает	38534	11850	8	5	1.29
добра	38534	11850	8	5	1.29
—	38534	11850	282	87	1.29
философии	38534	11850	49	19	1.24
точки	38534	11850	19	9	1.24
На	38534	11850	22	10	1.23
человеческого	38534	11850	25	11	1.22
исследования	38534	11850	11	6	1.21
рефлексии	38534	11850	11	6	1.21
физического	38534	11850	11	6	1.21
уровни	38534	11850	11	6	1.21
реальность	38534	11850	11	6	1.21
В	38534	11850	166	53	1.20
свойственная	38534	11850	6	4	1.19
вопроса	38534	11850	6	4	1.19
внутренней	38534	11850	6	4	1.19
индивидуального	38534	11850	6	4	1.19
определений	38534	11850	6	4	1.19
обладают	38534	11850	6	4	1.19
предлагает	38534	11850	6	4	1.19
здесь	38534	11850	6	4	1.19
отношений	38534	11850	6	4	1.19
Тонони	38534	11850	6	4	1.19
мере	38534	11850	14	7	1.17
материи	38534	11850	14	7	1.17
относительно	38534	11850	17	8	1.15
собой	38534	11850	39	15	1.11
вопросы	38534	11850	9	5	1.10
философия	38534	11850	9	5	1.10
физической	38534	11850	9	5	1.10
свойством	38534	11850	9	5	1.10
факт	38534	11850	9	5	1.10
частности	38534	11850	9	5	1.10
Существует	38534	11850	9	5	1.10
объяснения	38534	11850	9	5	1.10
зла	38534	11850	9	5	1.10
рамки	38534	11850	4	3	1.09
полюса	38534	11850	4	3	1.09
соотносительного	38534	11850	4	3	1.09
соотношения	38534	11850	4	3	1.09
проявляет	38534	11850	4	3	1.09
внутренним	38534	11850	4	3	1.09
теряет	38534	11850	4	3	1.09
субстанцией	38534	11850	4	3	1.09
некоторого	38534	11850	4	3	1.09
Человеческое	38534	11850	4	3	1.09
двумя	38534	11850	4	3	1.09
факторами	38534	11850	4	3	1.09
какого-то	38534	11850	4	3	1.09
зрение	38534	11850	4	3	1.09
исчезает	38534	11850	4	3	1.09
вещества	38534	11850	4	3	1.09
принимает	38534	11850	4	3	1.09
Исследования	38534	11850	4	3	1.09
показывают	38534	11850	4	3	1.09
мышлением	38534	11850	4	3	1.09
категории	38534	11850	4	3	1.09
различение	38534	11850	4	3	1.09
присуще	38534	11850	4	3	1.09
организме	38534	11850	4	3	1.09
Чалмерс	38534	11850	4	3	1.09
бодрствование	38534	11850	4	3	1.09
начинает	38534	11850	4	3	1.09
Признаки	38534	11850	4	3	1.09
естественное	38534	11850	4	3	1.09
Обычно	38534	11850	4	3	1.09
чертой	38534	11850	4	3	1.09
Функциональный	38534	11850	4	3	1.09
направлено	38534	11850	4	3	1.09
каузально	38534	11850	4	3	1.09
подобной	38534	11850	4	3	1.09
объяснении	38534	11850	4	3	1.09
действительно	38534	11850	4	3	1.09
Где	38534	11850	4	3	1.09
существенно	38534	11850	4	3	1.09
сторону	38534	11850	4	3	1.09
Тело	38534	11850	4	3	1.09
коллапс	38534	11850	4	3	1.09
служит	38534	11850	4	3	1.09
практическим	38534	11850	4	3	1.09
мозге	38534	11850	12	6	1.06
структуры	38534	11850	12	6	1.06
ученые	38534	11850	12	6	1.06
связь	38534	11850	21	9	1.06
психологии	38534	11850	37	14	1.05
существования	38534	11850	15	7	1.05
Таким	38534	11850	15	7	1.05
феномен	38534	11850	15	7	1.05
отношение	38534	11850	18	8	1.05
возникает	38534	11850	18	8	1.05
состоит	38534	11850	18	8	1.05
Как	38534	11850	48	17	1.03
«высшая	38534	11850	2	2	1.02
общественно	38534	11850	2	2	1.02
развитому	38534	11850	2	2	1.02
тяжело	38534	11850	2	2	1.02
нечеловеческое	38534	11850	2	2	1.02
мир —	38534	11850	2	2	1.02
полюса —	38534	11850	2	2	1.02
явствует	38534	11850	2	2	1.02
отвлечься	38534	11850	2	2	1.02
«выйти»	38534	11850	2	2	1.02
разделённость	38534	11850	2	2	1.02
«выделяют»	38534	11850	2	2	1.02
мыслящее	38534	11850	2	2	1.02
самосознающий	38534	11850	2	2	1.02
сформулирована	38534	11850	2	2	1.02
получило	38534	11850	2	2	1.02
освещение	38534	11850	2	2	1.02
новоевропейской	38534	11850	2	2	1.02
мыслящей	38534	11850	2	2	1.02
идеалистов	38534	11850	2	2	1.02
бихевиористов	38534	11850	2	2	1.02
доказывая	38534	11850	2	2	1.02
сопоставляется	38534	11850	2	2	1.02
языком	38534	11850	2	2	1.02
Нарушение	38534	11850	2	2	1.02
корреляты	38534	11850	2	2	1.02
отдельный	38534	11850	2	2	1.02
представляли	38534	11850	2	2	1.02
Внимание	38534	11850	2	2	1.02
определяются	38534	11850	2	2	1.02
оказываются	38534	11850	2	2	1.02
религиозное	38534	11850	2	2	1.02
выделение	38534	11850	2	2	1.02
весьма	38534	11850	2	2	1.02
важных	38534	11850	2	2	1.02
мировой	38534	11850	2	2	1.02
Наряду	38534	11850	2	2	1.02
акты	38534	11850	2	2	1.02
Развитие	38534	11850	2	2	1.02
другому	38534	11850	2	2	1.02
свидетельствует	38534	11850	2	2	1.02
вышесказанное	38534	11850	2	2	1.02
семи	38534	11850	2	2	1.02
коллективного	38534	11850	2	2	1.02
убеждение	38534	11850	2	2	1.02
чужое	38534	11850	2	2	1.02
скрывает	38534	11850	2	2	1.02
возраста	38534	11850	2	2	1.02
принимают	38534	11850	2	2	1.02
данность	38534	11850	2	2	1.02
и стремятся	38534	11850	2	2	1.02
с объективным	38534	11850	2	2	1.02
сенсорная	38534	11850	2	2	1.02
переживаем	38534	11850	2	2	1.02
Влияние	38534	11850	2	2	1.02
мудрость	38534	11850	2	2	1.02
обладаем	38534	11850	2	2	1.02
путем	38534	11850	2	2	1.02
эффект	38534	11850	2	2	1.02
растений	38534	11850	2	2	1.02
вершиной	38534	11850	2	2	1.02
Следовательно	38534	11850	2	2	1.02
составляющими	38534	11850	2	2	1.02
сравнении	38534	11850	2	2	1.02
становления	38534	11850	2	2	1.02
чувствам	38534	11850	2	2	1.02
принадлежащее	38534	11850	2	2	1.02
камень	38534	11850	2	2	1.02
низшие	38534	11850	2	2	1.02
оболочки	38534	11850	2	2	1.02
позволяющая	38534	11850	2	2	1.02
индивиду	38534	11850	2	2	1.02
сформировался	38534	11850	2	2	1.02
практики	38534	11850	2	2	1.02
строить	38534	11850	2	2	1.02
субъективным	38534	11850	2	2	1.02
фактором	38534	11850	2	2	1.02
первую	38534	11850	2	2	1.02
Принципы	38534	11850	2	2	1.02
изучать	38534	11850	2	2	1.02
недостаток	38534	11850	2	2	1.02
важнейшее	38534	11850	2	2	1.02
теоретической	38534	11850	2	2	1.02
обработке	38534	11850	2	2	1.02
Оценки	38534	11850	2	2	1.02
скорости	38534	11850	2	2	1.02
считая	38534	11850	2	2	1.02
состоянию	38534	11850	2	2	1.02
обработку	38534	11850	2	2	1.02
оперирует	38534	11850	2	2	1.02
обладать	38534	11850	2	2	1.02
искусно	38534	11850	2	2	1.02
изучению	38534	11850	2	2	1.02
[Могут	38534	11850	2	2	1.02
верить	38534	11850	2	2	1.02
фундаментальных	38534	11850	2	2	1.02
AST	38534	11850	2	2	1.02
посмотреть	38534	11850	2	2	1.02
углом	38534	11850	2	2	1.02
отдельно	38534	11850	2	2	1.02
квантового	38534	11850	2	2	1.02
субъективность	38534	11850	2	2	1.02
фундаментальным	38534	11850	2	2	1.02
думали	38534	11850	2	2	1.02
невозможность	38534	11850	2	2	1.02
направление	38534	11850	2	2	1.02
Человеческая	38534	11850	2	2	1.02
Коллективным	38534	11850	2	2	1.02
потерял	38534	11850	2	2	1.02
называемые	38534	11850	2	2	1.02
проясняется	38534	11850	2	2	1.02
отметить	38534	11850	2	2	1.02
выделяются	38534	11850	2	2	1.02
личное	38534	11850	2	2	1.02
Леонтьева	38534	11850	2	2	1.02
развитое	38534	11850	2	2	1.02
образа	38534	11850	2	2	1.02
представлены	38534	11850	2	2	1.02
Примеры	38534	11850	2	2	1.02
охарактеризовать	38534	11850	2	2	1.02
Давно	38534	11850	2	2	1.02
главной	38534	11850	2	2	1.02
отличительной	38534	11850	2	2	1.02
называем	38534	11850	2	2	1.02
сначала	38534	11850	2	2	1.02
выяснили	38534	11850	2	2	1.02
[Функции	38534	11850	2	2	1.02
сомнительное	38534	11850	2	2	1.02
Понятия	38534	11850	2	2	1.02
Проблемы	38534	11850	2	2	1.02
объяснению	38534	11850	2	2	1.02
применяется	38534	11850	2	2	1.02
ментальным	38534	11850	2	2	1.02
феноменальном	38534	11850	2	2	1.02
онтологический	38534	11850	2	2	1.02
смоделировать	38534	11850	2	2	1.02
квалитативного	38534	11850	2	2	1.02
репрезентативистской	38534	11850	2	2	1.02
порождать	38534	11850	2	2	1.02
порождаться	38534	11850	2	2	1.02
реализовываться	38534	11850	2	2	1.02
сущностями	38534	11850	2	2	1.02
субстрата	38534	11850	2	2	1.02
ценность	38534	11850	2	2	1.02
Какие	38534	11850	2	2	1.02
феноменальные	38534	11850	2	2	1.02
квалитативные	38534	11850	2	2	1.02
убежден	38534	11850	2	2	1.02
надлежащих	38534	11850	2	2	1.02
полноценное	38534	11850	2	2	1.02
(ТИИ	38534	11850	2	2	1.02
Критики	38534	11850	2	2	1.02
объяснено	38534	11850	2	2	1.02
теориях	38534	11850	2	2	1.02
личностное	38534	11850	2	2	1.02
Стержнем	38534	11850	2	2	1.02
способом	38534	11850	2	2	1.02
IIT	38534	11850	2	2	1.02
GNWT	38534	11850	2	2	1.02
местом	38534	11850	2	2	1.02
функционировать	38534	11850	2	2	1.02
любое	38534	11850	2	2	1.02
низших	38534	11850	2	2	1.02
удастся	38534	11850	2	2	1.02
Сознательность	38534	11850	2	2	1.02
ослабляется	38534	11850	2	2	1.02
угасшим	38534	11850	2	2	1.02
рабства	38534	11850	2	2	1.02
кичливо	38534	11850	2	2	1.02
превосходства	38534	11850	2	2	1.02
Считается	38534	11850	2	2	1.02
познавательные	38534	11850	2	2	1.02
С точки	38534	11850	2	2	1.02
нахождение	38534	11850	2	2	1.02
долга»	38534	11850	2	2	1.02
различению	38534	11850	2	2	1.02
В этой	38534	11850	2	2	1.02
статье	38534	11850	2	2	1.02
мы разбираемся	38534	11850	2	2	1.02
и гармонично	38534	11850	2	2	1.02
Во сне	38534	11850	2	2	1.02
в другое	38534	11850	2	2	1.02
Измененные	38534	11850	2	2	1.02
в ходе	38534	11850	2	2	1.02
к важным	38534	11850	2	2	1.02
открытиям	38534	11850	2	2	1.02
о себе	38534	11850	2	2	1.02
и о мире	38534	11850	2	2	1.02
Знания	38534	11850	2	2	1.02
о вашем	38534	11850	2	2	1.02
и подсознании	38534	11850	2	2	1.02
вашу	38534	11850	2	2	1.02
помогая	38534	11850	2	2	1.02
степени	38534	11850	22	9	0.99
Так	38534	11850	32	12	0.98
независимо	38534	11850	7	4	0.98
вне	38534	11850	7	4	0.98
физические	38534	11850	7	4	0.98
ребенка	38534	11850	7	4	0.98
психология	38534	11850	7	4	0.98
развитие	38534	11850	7	4	0.98
Все	38534	11850	7	4	0.98
возникло	38534	11850	7	4	0.98
сложных	38534	11850	7	4	0.98
ответ	38534	11850	7	4	0.98
модель	38534	11850	7	4	0.98
влияние	38534	11850	7	4	0.98
связан	38534	11850	7	4	0.98
природе	38534	11850	7	4	0.98
скорее	38534	11850	7	4	0.98
вида	38534	11850	7	4	0.98
можем	38534	11850	19	8	0.97
информации	38534	11850	43	15	0.97
отражение	38534	11850	10	5	0.96
двух	38534	11850	10	5	0.96
очередь	38534	11850	10	5	0.96
образ	38534	11850	10	5	0.96
соответствии	38534	11850	13	6	0.96
функция	38534	11850	26	10	0.95
стороны	38534	11850	20	8	0.91
необходимо	38534	11850	20	8	0.91
самосознание	38534	11850	45	14	0.89
миру	38534	11850	17	7	0.89
наиболее	38534	11850	17	7	0.89
просто	38534	11850	17	7	0.89
совести	38534	11850	24	9	0.89
подсознание	38534	11850	43	13	0.88
время	38534	11850	42	13	0.88
состояния	38534	11850	32	11	0.87
множество	38534	11850	14	6	0.87
перед	38534	11850	14	6	0.87
понятия	38534	11850	33	11	0.86
каковы	38534	11850	5	3	0.86
находящихся	38534	11850	5	3	0.86
коме	38534	11850	5	3	0.86
пределы	38534	11850	5	3	0.86
внешним	38534	11850	5	3	0.86
субстанций	38534	11850	5	3	0.86
использует	38534	11850	5	3	0.86
словами	38534	11850	5	3	0.86
важную	38534	11850	5	3	0.86
новой	38534	11850	5	3	0.86
активного	38534	11850	5	3	0.86
биологических	38534	11850	5	3	0.86
легко	38534	11850	5	3	0.86
отсутствует	38534	11850	5	3	0.86
интеллект	38534	11850	5	3	0.86
иное	38534	11850	5	3	0.86
полном	38534	11850	5	3	0.86
должны	38534	11850	5	3	0.86
контексте	38534	11850	5	3	0.86
условиях	38534	11850	5	3	0.86
управляют	38534	11850	5	3	0.86
объясняет	38534	11850	5	3	0.86
зачастую	38534	11850	5	3	0.86
индивид	38534	11850	5	3	0.86
Чем	38534	11850	5	3	0.86
одним	38534	11850	5	3	0.86
соотносится	38534	11850	5	3	0.86
способностей	38534	11850	5	3	0.86
феноменального	38534	11850	5	3	0.86
зависят	38534	11850	5	3	0.86
описать	38534	11850	5	3	0.86
входят	38534	11850	5	3	0.86
разум	38534	11850	11	5	0.85
телом	38534	11850	11	5	0.85
таким	38534	11850	11	5	0.85
систем	38534	11850	11	5	0.85
существ	38534	11850	11	5	0.85
означает	38534	11850	11	5	0.85
всегда	38534	11850	29	10	0.85
имеет	38534	11850	34	11	0.85
личности	38534	11850	34	11	0.85
То	38534	11850	8	4	0.84
внутри	38534	11850	8	4	0.84
самым	38534	11850	8	4	0.84
достаточно	38534	11850	8	4	0.84
определения	38534	11850	8	4	0.84
затем	38534	11850	8	4	0.84
следует	38534	11850	8	4	0.84
свойствами	38534	11850	8	4	0.84
работы	38534	11850	8	4	0.84
сложной	38534	11850	8	4	0.84
духа	38534	11850	8	4	0.84
содержание	38534	11850	8	4	0.84
пор	38534	11850	8	4	0.84
памяти	38534	11850	18	7	0.84
свойство	38534	11850	22	8	0.83
человеку	38534	11850	31	9	0.82
например	38534	11850	27	9	0.81
головного	38534	11850	15	6	0.81
психики	38534	11850	28	9	0.80
помощью	38534	11850	23	8	0.80
опыт	38534	11850	29	9	0.80
знание	38534	11850	19	7	0.80
форма	38534	11850	28	8	0.80
иногда	38534	11850	12	5	0.78
полностью	38534	11850	12	5	0.78
отражения	38534	11850	25	8	0.78
момент	38534	11850	26	8	0.78
память	38534	11850	25	7	0.78
благодаря	38534	11850	20	7	0.77
понятие	38534	11850	20	7	0.77
мозгом	38534	11850	16	6	0.77
физических	38534	11850	16	6	0.77
сознании	38534	11850	24	7	0.76
происходит	38534	11850	24	7	0.76
животных	38534	11850	21	7	0.75
системы	38534	11850	21	7	0.75
отношения	38534	11850	22	7	0.75
чём	38534	11850	9	4	0.75
некоторое	38534	11850	9	4	0.75
переживание	38534	11850	9	4	0.75
общественного	38534	11850	9	4	0.75
когнитивных	38534	11850	9	4	0.75
совокупность	38534	11850	9	4	0.75
нейронов	38534	11850	9	4	0.75
считают	38534	11850	9	4	0.75
характеристики	38534	11850	9	4	0.75
современной	38534	11850	9	4	0.75
связана	38534	11850	9	4	0.75
свойств	38534	11850	9	4	0.75
субъекта	38534	11850	21	6	0.73
деятельность	38534	11850	21	6	0.73
проблемы	38534	11850	13	5	0.73
явления	38534	11850	13	5	0.73
представление	38534	11850	13	5	0.73
поведения	38534	11850	18	6	0.72
такие	38534	11850	18	6	0.72
таких	38534	11850	20	6	0.72
Именно	38534	11850	20	6	0.72
рассматривается	38534	11850	6	3	0.71
предмет	38534	11850	6	3	0.71
узком	38534	11850	6	3	0.71
Дуализм	38534	11850	6	3	0.71
отрицает	38534	11850	6	3	0.71
функциональном	38534	11850	6	3	0.71
находятся	38534	11850	6	3	0.71
протяжении	38534	11850	6	3	0.71
осуществляется	38534	11850	6	3	0.71
этапе	38534	11850	6	3	0.71
возрасте	38534	11850	6	3	0.71
начала	38534	11850	6	3	0.71
вероятно	38534	11850	6	3	0.71
описывает	38534	11850	6	3	0.71
процесса	38534	11850	6	3	0.71
подхода	38534	11850	6	3	0.71
пока	38534	11850	6	3	0.71
иметь	38534	11850	6	3	0.71
деле	38534	11850	6	3	0.71
работа	38534	11850	6	3	0.71
любой	38534	11850	6	3	0.71
Возможно	38534	11850	6	3	0.71
контролировать	38534	11850	6	3	0.71
Вопрос	38534	11850	6	3	0.71
интегрированной	38534	11850	6	3	0.71
фундаментальной	38534	11850	6	3	0.71
выделяют	38534	11850	6	3	0.71
играет	38534	11850	6	3	0.71
аспекты	38534	11850	6	3	0.71
теорий	38534	11850	6	3	0.71
коре	38534	11850	6	3	0.71
сих	38534	11850	6	3	0.71
менее	38534	11850	19	6	0.71
При	38534	11850	19	6	0.71
компьютеры	38534	11850	3	2	0.71
открывается	38534	11850	3	2	0.71
всеобщее	38534	11850	3	2	0.71
понятиях	38534	11850	3	2	0.71
высшую	38534	11850	3	2	0.71
какова	38534	11850	3	2	0.71
явной	38534	11850	3	2	0.71
Декартом	38534	11850	3	2	0.71
функционалистов	38534	11850	3	2	0.71
показывать	38534	11850	3	2	0.71
потенциально	38534	11850	3	2	0.71
минуя	38534	11850	3	2	0.71
кончается	38534	11850	3	2	0.71
Бытие	38534	11850	3	2	0.71
социальным	38534	11850	3	2	0.71
внешние	38534	11850	3	2	0.71
уровнем	38534	11850	3	2	0.71
эпоху	38534	11850	3	2	0.71
Тем	38534	11850	3	2	0.71
Следует	38534	11850	3	2	0.71
происходить	38534	11850	3	2	0.71
бодрствующем	38534	11850	3	2	0.71
года	38534	11850	3	2	0.71
Здесь	38534	11850	3	2	0.71
складывается	38534	11850	3	2	0.71
Чувство	38534	11850	3	2	0.71
относить	38534	11850	3	2	0.71
Теория	38534	11850	3	2	0.71
передается	38534	11850	3	2	0.71
компьютер	38534	11850	3	2	0.71
древности	38534	11850	3	2	0.71
начали	38534	11850	3	2	0.71
исследовать	38534	11850	3	2	0.71
жизненный	38534	11850	3	2	0.71
биологии	38534	11850	3	2	0.71
организмов	38534	11850	3	2	0.71
границе	38534	11850	3	2	0.71
многообразию	38534	11850	3	2	0.71
технологической	38534	11850	3	2	0.71
соответствующее	38534	11850	3	2	0.71
абсолютно	38534	11850	3	2	0.71
план	38534	11850	3	2	0.71
позволяющие	38534	11850	3	2	0.71
объективные	38534	11850	3	2	0.71
выживания	38534	11850	3	2	0.71
эволюционное	38534	11850	3	2	0.71
практически	38534	11850	3	2	0.71
выяснить	38534	11850	3	2	0.71
ресурсы	38534	11850	3	2	0.71
создать	38534	11850	3	2	0.71
кратковременной	38534	11850	3	2	0.71
[15	38534	11850	3	2	0.71
некоторым	38534	11850	3	2	0.71
получилось	38534	11850	3	2	0.71
Давайте	38534	11850	3	2	0.71
панпсихизма	38534	11850	3	2	0.71
Вселенная	38534	11850	3	2	0.71
Дэвид	38534	11850	3	2	0.71
феноменом	38534	11850	3	2	0.71
суперпозиции	38534	11850	3	2	0.71
явлением	38534	11850	3	2	0.71
Процесс	38534	11850	3	2	0.71
картина	38534	11850	3	2	0.71
мыслительной	38534	11850	3	2	0.71
развито	38534	11850	3	2	0.71
занимал	38534	11850	3	2	0.71
изучает	38534	11850	3	2	0.71
расстройств	38534	11850	3	2	0.71
чем-то	38534	11850	3	2	0.71
круг	38534	11850	3	2	0.71
Рубинштейн	38534	11850	3	2	0.71
естественных	38534	11850	3	2	0.71
условно	38534	11850	3	2	0.71
Иными	38534	11850	3	2	0.71
Изучение	38534	11850	3	2	0.71
средств	38534	11850	3	2	0.71
допускает	38534	11850	3	2	0.71
доказано	38534	11850	3	2	0.71
граница	38534	11850	3	2	0.71
ясное	38534	11850	3	2	0.71
времен	38534	11850	3	2	0.71
первый	38534	11850	3	2	0.71
разновидность	38534	11850	3	2	0.71
сознательность	38534	11850	3	2	0.71
казаться	38534	11850	3	2	0.71
«каково	38534	11850	3	2	0.71
это»	38534	11850	3	2	0.71
нейронных	38534	11850	3	2	0.71
теориями	38534	11850	3	2	0.71
глобальной	38534	11850	3	2	0.71
нефизических	38534	11850	3	2	0.71
информацией	38534	11850	3	2	0.71
анализирует	38534	11850	3	2	0.71
1998	38534	11850	3	2	0.71
