token	corpus size	all contexts size	frequency	co-frequency	specificity
"objective	56635	19074	5	4	1.37
fostering	56635	19074	5	4	1.37
vital	56635	19074	5	4	1.37
Engels	56635	19074	5	4	1.37
reach	56635	19074	5	4	1.37
reliable	56635	19074	5	4	1.37
epileptic	56635	19074	5	4	1.37
seizures	56635	19074	5	4	1.37
Disorders	56635	19074	5	4	1.37
explananda	56635	19074	5	4	1.37
claim	56635	19074	5	4	1.37
correlated	56635	19074	5	4	1.37
decisive	56635	19074	5	4	1.37
situations	56635	19074	5	4	1.37
affect	56635	19074	5	4	1.37
internal	56635	19074	19	10	1.37
study	56635	19074	27	13	1.34
factors	56635	19074	12	7	1.30
modern	56635	19074	12	7	1.30
major	56635	19074	12	7	1.30
aim	56635	19074	12	7	1.30
contradictions	56635	19074	12	7	1.30
dialectical	56635	19074	17	9	1.29
brain	56635	19074	99	38	1.29
politics	56635	19074	10	6	1.23
determined	56635	19074	10	6	1.23
believed	56635	19074	10	6	1.23
type	56635	19074	10	6	1.23
concern	56635	19074	10	6	1.23
narrative	56635	19074	10	6	1.23
conflict	56635	19074	10	6	1.23
linked	56635	19074	15	8	1.22
potential	56635	19074	15	8	1.22
Freire	56635	19074	15	8	1.22
medical	56635	19074	18	9	1.17
philosophical	56635	19074	18	9	1.17
situation	56635	19074	18	9	1.17
functional	56635	19074	29	13	1.17
quality	56635	19074	8	5	1.15
origin	56635	19074	8	5	1.15
object	56635	19074	8	5	1.15
led	56635	19074	8	5	1.15
vary	56635	19074	8	5	1.15
core	56635	19074	8	5	1.15
alienation	56635	19074	8	5	1.15
19th	56635	19074	8	5	1.15
reflect	56635	19074	8	5	1.15
(such	56635	19074	8	5	1.15
evidence	56635	19074	8	5	1.15
sufficient	56635	19074	8	5	1.15
evolutionary	56635	19074	8	5	1.15
emergence	56635	19074	8	5	1.15
waves	56635	19074	8	5	1.15
obvious	56635	19074	8	5	1.15
temporal	56635	19074	8	5	1.15
realized	56635	19074	8	5	1.15
students	56635	19074	8	5	1.15
basic	56635	19074	13	7	1.14
existence	56635	19074	21	10	1.14
features	56635	19074	24	11	1.12
awareness	56635	19074	101	36	1.12
refers	56635	19074	16	8	1.10
thinking	56635	19074	16	8	1.10
behavior	56635	19074	16	8	1.10
political	56635	19074	42	17	1.09
medicine	56635	19074	6	4	1.07
formed	56635	19074	6	4	1.07
majority	56635	19074	6	4	1.07
addressing	56635	19074	6	4	1.07
centuries	56635	19074	6	4	1.07
progress	56635	19074	6	4	1.07
scales	56635	19074	6	4	1.07
calls	56635	19074	6	4	1.07
hard	56635	19074	6	4	1.07
essence	56635	19074	6	4	1.07
detailed	56635	19074	6	4	1.07
connectivity	56635	19074	6	4	1.07
animal	56635	19074	6	4	1.07
“What	56635	19074	6	4	1.07
exists	56635	19074	6	4	1.07
metaphysical	56635	19074	6	4	1.07
dimensions	56635	19074	6	4	1.07
antagonism	56635	19074	6	4	1.07
reticular	56635	19074	6	4	1.07
spectral	56635	19074	6	4	1.07
Marx	56635	19074	55	21	1.06
argue	56635	19074	11	6	1.06
20th	56635	19074	11	6	1.06
recognize	56635	19074	11	6	1.06
depends	56635	19074	11	6	1.06
create	56635	19074	11	6	1.06
intentional	56635	19074	11	6	1.06
based	56635	19074	22	10	1.06
personal	56635	19074	14	7	1.02
recognizing	56635	19074	14	7	1.02
education	56635	19074	14	7	1.02
theoretical	56635	19074	14	7	1.02
relationship	56635	19074	14	7	1.02
considered	56635	19074	14	7	1.02
complexity	56635	19074	14	7	1.02
practical	56635	19074	17	8	1.00
exist	56635	19074	17	8	1.00
—	56635	19074	17	8	1.00
properly	56635	19074	4	3	0.99
transforms	56635	19074	4	3	0.99
objectivity	56635	19074	4	3	0.99
story	56635	19074	4	3	0.99
build	56635	19074	4	3	0.99
globalization	56635	19074	4	3	0.99
evolving	56635	19074	4	3	0.99
tied	56635	19074	4	3	0.99
drive	56635	19074	4	3	0.99
explore	56635	19074	4	3	0.99
examine	56635	19074	4	3	0.99
favor	56635	19074	4	3	0.99
seize	56635	19074	4	3	0.99
evolve	56635	19074	4	3	0.99
survival	56635	19074	4	3	0.99
benefits	56635	19074	4	3	0.99
attributed	56635	19074	4	3	0.99
divided	56635	19074	4	3	0.99
defines	56635	19074	4	3	0.99
treated	56635	19074	4	3	0.99
severely	56635	19074	4	3	0.99
treat	56635	19074	4	3	0.99
wings	56635	19074	4	3	0.99
identifies	56635	19074	4	3	0.99
assessing	56635	19074	4	3	0.99
absent	56635	19074	4	3	0.99
quantitative	56635	19074	4	3	0.99
trait	56635	19074	4	3	0.99
close	56635	19074	4	3	0.99
exclusively	56635	19074	4	3	0.99
integrative	56635	19074	4	3	0.99
writers	56635	19074	4	3	0.99
Hard	56635	19074	4	3	0.99
relates	56635	19074	4	3	0.99
substantive	56635	19074	4	3	0.99
connect	56635	19074	4	3	0.99
substrate	56635	19074	4	3	0.99
underlie	56635	19074	4	3	0.99
Raising	56635	19074	4	3	0.99
creation	56635	19074	4	3	0.99
centre	56635	19074	4	3	0.99
don’t	56635	19074	4	3	0.99
“hard	56635	19074	4	3	0.99
demonstrated	56635	19074	4	3	0.99
pharmacological	56635	19074	4	3	0.99
proposes	56635	19074	4	3	0.99
depressed	56635	19074	4	3	0.99
determining	56635	19074	4	3	0.99
Quantifying	56635	19074	4	3	0.99
Hegel	56635	19074	4	3	0.99
While	56635	19074	20	9	0.99
integrated	56635	19074	20	9	0.99
essential	56635	19074	9	5	0.98
examples	56635	19074	9	5	0.98
memory	56635	19074	9	5	0.98
understood	56635	19074	9	5	0.98
highly	56635	19074	9	5	0.98
(see	56635	19074	9	5	0.98
Neural	56635	19074	9	5	0.98
characteristics	56635	19074	9	5	0.98
methods	56635	19074	9	5	0.98
machine	56635	19074	9	5	0.98
nonconscious	56635	19074	9	5	0.98
clinical	56635	19074	9	5	0.98
economic	56635	19074	61	20	0.97
mind	56635	19074	58	20	0.96
privacy	56635	19074	2	2	0.95
mystical	56635	19074	2	2	0.95
schools	56635	19074	2	2	0.95
liberal	56635	19074	2	2	0.95
permanent	56635	19074	2	2	0.95
humankind	56635	19074	2	2	0.95
"theory	56635	19074	2	2	0.95
offering	56635	19074	2	2	0.95
Alienation	56635	19074	2	2	0.95
consumerism	56635	19074	2	2	0.95
foster	56635	19074	2	2	0.95
violence	56635	19074	2	2	0.95
examining	56635	19074	2	2	0.95
Materialism	56635	19074	2	2	0.95
Various	56635	19074	2	2	0.95
belong	56635	19074	2	2	0.95
uniting	56635	19074	2	2	0.95
Bolsheviks	56635	19074	2	2	0.95
foundational	56635	19074	2	2	0.95
paving	56635	19074	2	2	0.95
illustrates	56635	19074	2	2	0.95
oppressive	56635	19074	2	2	0.95
intrinsically	56635	19074	2	2	0.95
nuances	56635	19074	2	2	0.95
prevent	56635	19074	2	2	0.95
spheres	56635	19074	2	2	0.95
benefit	56635	19074	2	2	0.95
seat	56635	19074	2	2	0.95
easy	56635	19074	2	2	0.95
leadership	56635	19074	2	2	0.95
Distinguishing	56635	19074	2	2	0.95
Projective	56635	19074	2	2	0.95
Claustrum	56635	19074	2	2	0.95
conductor	56635	19074	2	2	0.95
doctrine	56635	19074	2	2	0.95
transitions	56635	19074	2	2	0.95
meant	56635	19074	2	2	0.95
observe	56635	19074	2	2	0.95
bias	56635	19074	2	2	0.95
standardized	56635	19074	2	2	0.95
reportability	56635	19074	2	2	0.95
span	56635	19074	2	2	0.95
horizon	56635	19074	2	2	0.95
incapable	56635	19074	2	2	0.95
holistic	56635	19074	2	2	0.95
QM	56635	19074	2	2	0.95
interpretations	56635	19074	2	2	0.95
collapse	56635	19074	2	2	0.95
illness	56635	19074	2	2	0.95
pre-linguistic	56635	19074	2	2	0.95
surprisingly	56635	19074	2	2	0.95
assumed	56635	19074	2	2	0.95
brings	56635	19074	2	2	0.95
reptilian	56635	19074	2	2	0.95
capacities	56635	19074	2	2	0.95
psychedelic	56635	19074	2	2	0.95
vertebrates	56635	19074	2	2	0.95
dreamless	56635	19074	2	2	0.95
lost	56635	19074	2	2	0.95
Patients	56635	19074	2	2	0.95
hopes	56635	19074	2	2	0.95
examined	56635	19074	2	2	0.95
neuropsychological	56635	19074	2	2	0.95
Finally	56635	19074	2	2	0.95
grand	56635	19074	2	2	0.95
mal	56635	19074	2	2	0.95
disorder	56635	19074	2	2	0.95
labeled	56635	19074	2	2	0.95
substrates	56635	19074	2	2	0.95
human-like	56635	19074	2	2	0.95
compression	56635	19074	2	2	0.95
persons	56635	19074	2	2	0.95
reductively	56635	19074	2	2	0.95
framework"	56635	19074	2	2	0.95
Minimally	56635	19074	2	2	0.95
Subconscious	56635	19074	2	2	0.95
Causal	56635	19074	2	2	0.95
equated	56635	19074	2	2	0.95
initially	56635	19074	2	2	0.95
varieties	56635	19074	2	2	0.95
evident	56635	19074	2	2	0.95
restrictions	56635	19074	2	2	0.95
suffice	56635	19074	2	2	0.95
infer	56635	19074	2	2	0.95
invoke	56635	19074	2	2	0.95
neuro-cognitive	56635	19074	2	2	0.95
ontology	56635	19074	2	2	0.95
HOT	56635	19074	2	2	0.95
representationalist	56635	19074	2	2	0.95
absolutely	56635	19074	2	2	0.95
“Concepts	56635	19074	2	2	0.95
small-group	56635	19074	2	2	0.95
talk	56635	19074	2	2	0.95
Black	56635	19074	2	2	0.95
conversation	56635	19074	2	2	0.95
assess	56635	19074	2	2	0.95
offers	56635	19074	2	2	0.95
incredibly	56635	19074	2	2	0.95
psychiatric	56635	19074	2	2	0.95
calculate	56635	19074	2	2	0.95
famously	56635	19074	2	2	0.95
doesn’t	56635	19074	2	2	0.95
ether	56635	19074	2	2	0.95
multitude	56635	19074	2	2	0.95
captures	56635	19074	2	2	0.95
folk	56635	19074	2	2	0.95
tapestry	56635	19074	2	2	0.95
belonging	56635	19074	2	2	0.95
rituals	56635	19074	2	2	0.95
goodness	56635	19074	2	2	0.95
Classless	56635	19074	2	2	0.95
instilled	56635	19074	2	2	0.95
theoretically	56635	19074	2	2	0.95
"empirical"	56635	19074	2	2	0.95
regimes	56635	19074	2	2	0.95
‘falseness’	56635	19074	2	2	0.95
empirically	56635	19074	2	2	0.95
‘imputed’	56635	19074	2	2	0.95
separates	56635	19074	2	2	0.95
formally	56635	19074	2	2	0.95
ripe	56635	19074	2	2	0.95
peasants	56635	19074	2	2	0.95
characteristic	56635	19074	2	2	0.95
reveal	56635	19074	2	2	0.95
(imputed	56635	19074	2	2	0.95
bare	56635	19074	2	2	0.95
secondary	56635	19074	2	2	0.95
outcome	56635	19074	2	2	0.95
threshold	56635	19074	2	2	0.95
authentic	56635	19074	2	2	0.95
prognosis	56635	19074	2	2	0.95
intracranial	56635	19074	2	2	0.95
hemispheres	56635	19074	2	2	0.95
metabolic	56635	19074	2	2	0.95
lowered	56635	19074	2	2	0.95
“level	56635	19074	2	2	0.95
accurately	56635	19074	2	2	0.95
pathological	56635	19074	2	2	0.95
Schematic	56635	19074	2	2	0.95
PCI*	56635	19074	2	2	0.95
orange	56635	19074	2	2	0.95
purple	56635	19074	2	2	0.95
dots	56635	19074	2	2	0.95
settings	56635	19074	2	2	0.95
engages	56635	19074	2	2	0.95
designs	56635	19074	2	2	0.95
universal	56635	19074	12	6	0.94
multiple	56635	19074	12	6	0.94
evolved	56635	19074	12	6	0.94
challenge	56635	19074	12	6	0.94
degree	56635	19074	12	6	0.94
indicator	56635	19074	12	6	0.94
require	56635	19074	12	6	0.94
arousal	56635	19074	27	11	0.94
notion	56635	19074	24	10	0.93
individuals	56635	19074	24	10	0.93
called	56635	19074	24	10	0.93
cognitive	56635	19074	24	10	0.93
exploitation	56635	19074	18	8	0.92
contents	56635	19074	18	8	0.92
sense	56635	19074	44	15	0.90
activity	56635	19074	39	14	0.90
account	56635	19074	25	10	0.89
result	56635	19074	25	10	0.89
unity	56635	19074	25	10	0.89
truth	56635	19074	7	4	0.88
opposed	56635	19074	7	4	0.88
traditional	56635	19074	7	4	0.88
play	56635	19074	7	4	0.88
dynamic	56635	19074	7	4	0.88
researchers	56635	19074	7	4	0.88
physicalism	56635	19074	7	4	0.88
distinguish	56635	19074	7	4	0.88
Stuart	56635	19074	7	4	0.88
electrical	56635	19074	7	4	0.88
arises	56635	19074	7	4	0.88
completely	56635	19074	7	4	0.88
achieved	56635	19074	7	4	0.88
partial	56635	19074	7	4	0.88
essentially	56635	19074	7	4	0.88
absence	56635	19074	7	4	0.88
descriptive	56635	19074	7	4	0.88
typically	56635	19074	7	4	0.88
deny	56635	19074	7	4	0.88
discover	56635	19074	7	4	0.88
decreased	56635	19074	7	4	0.88
Levels	56635	19074	7	4	0.88
action	56635	19074	22	9	0.88
structure	56635	19074	22	9	0.88
revolutionary	56635	19074	22	9	0.88
According	56635	19074	19	8	0.86
realm	56635	19074	19	8	0.86
scientific	56635	19074	19	8	0.86
global	56635	19074	16	7	0.86
includes	56635	19074	10	5	0.85
materialism	56635	19074	10	5	0.85
ongoing	56635	19074	10	5	0.85
influence	56635	19074	10	5	0.85
accounts	56635	19074	10	5	0.85
identified	56635	19074	10	5	0.85
drugs	56635	19074	10	5	0.85
criterion	56635	19074	10	5	0.85
moment	56635	19074	10	5	0.85
regarded	56635	19074	10	5	0.85
idea	56635	19074	35	12	0.85
How	56635	19074	35	12	0.85
developed	56635	19074	13	6	0.85
structures	56635	19074	13	6	0.85
ideology	56635	19074	13	6	0.85
underlying	56635	19074	13	6	0.85
Other	56635	19074	13	6	0.85
(See	56635	19074	13	6	0.85
entry	56635	19074	13	6	0.85
systems	56635	19074	23	9	0.84
proposed	56635	19074	31	11	0.84
movements	56635	19074	31	10	0.82
Marxist	56635	19074	20	8	0.82
approach	56635	19074	20	8	0.82
term	56635	19074	30	10	0.82
conditions	56635	19074	29	10	0.81
crucial	56635	19074	17	7	0.80
distinct	56635	19074	17	7	0.80
An	56635	19074	17	7	0.80
subjective	56635	19074	28	9	0.80
organization	56635	19074	14	6	0.79
supposed	56635	19074	5	3	0.77
mass	56635	19074	5	3	0.77
versions	56635	19074	5	3	0.77
lies	56635	19074	5	3	0.77
demonstrate	56635	19074	5	3	0.77
continue	56635	19074	5	3	0.77
implications	56635	19074	5	3	0.77
discussions	56635	19074	5	3	0.77
driving	56635	19074	5	3	0.77
empowering	56635	19074	5	3	0.77
activism	56635	19074	5	3	0.77
dominant	56635	19074	5	3	0.77
Philosophers	56635	19074	5	3	0.77
seek	56635	19074	5	3	0.77
investigation	56635	19074	5	3	0.77
consists	56635	19074	5	3	0.77
non-human	56635	19074	5	3	0.77
Further	56635	19074	5	3	0.77
psychologist	56635	19074	5	3	0.77
waking	56635	19074	5	3	0.77
origins	56635	19074	5	3	0.77
component	56635	19074	5	3	0.77
included	56635	19074	5	3	0.77
signs	56635	19074	5	3	0.77
computational	56635	19074	5	3	0.77
directed	56635	19074	5	3	0.77
systematic	56635	19074	5	3	0.77
stands	56635	19074	5	3	0.77
presence	56635	19074	5	3	0.77
advanced	56635	19074	5	3	0.77
describes	56635	19074	5	3	0.77
advances	56635	19074	5	3	0.77
[14	56635	19074	5	3	0.77
[4	56635	19074	5	3	0.77
strength	56635	19074	5	3	0.77
stages	56635	19074	5	3	0.77
Kincheloe	56635	19074	5	3	0.77
subjects	56635	19074	11	5	0.77
regions	56635	19074	11	5	0.77
property	56635	19074	11	5	0.77
actions	56635	19074	24	8	0.77
goal	56635	19074	18	7	0.77
defined	56635	19074	18	7	0.77
(i	56635	19074	8	4	0.76
leading	56635	19074	8	4	0.76
psychologists	56635	19074	8	4	0.76
events	56635	19074	8	4	0.76
Hameroff	56635	19074	8	4	0.76
contrast	56635	19074	8	4	0.76
caused	56635	19074	8	4	0.76
simultaneously	56635	19074	8	4	0.76
vegetative	56635	19074	8	4	0.76
issues	56635	19074	15	6	0.74
focus	56635	19074	15	6	0.74
sensory	56635	19074	15	6	0.74
ideas	56635	19074	20	7	0.74
moral	56635	19074	19	6	0.72
range	56635	19074	19	6	0.72
EEG	56635	19074	19	6	0.72
ability	56635	19074	19	6	0.72
word	56635	19074	16	6	0.72
functions	56635	19074	16	6	0.72
article	56635	19074	16	6	0.72
Lukács	56635	19074	12	5	0.71
include	56635	19074	12	5	0.71
philosophy	56635	19074	18	6	0.71
properties	56635	19074	18	6	0.71
self-awareness	56635	19074	18	6	0.71
questions	56635	19074	18	6	0.71
History	56635	19074	17	6	0.71
coma	56635	19074	17	6	0.71
qualia	56635	19074	17	6	0.71
Theories	56635	19074	17	6	0.71
anesthesia	56635	19074	17	6	0.71
Durkheim	56635	19074	17	6	0.71
totality	56635	19074	16	5	0.68
perception	56635	19074	16	5	0.68
force	56635	19074	16	5	0.68
stimuli	56635	19074	16	5	0.68
ECI	56635	19074	16	5	0.68
wrote	56635	19074	9	4	0.68
changing	56635	19074	9	4	0.68
inequality	56635	19074	9	4	0.68
justice	56635	19074	9	4	0.68
involves	56635	19074	9	4	0.68
special	56635	19074	9	4	0.68
avian	56635	19074	9	4	0.68
method	56635	19074	9	4	0.68
tool	56635	19074	9	4	0.68
central	56635	19074	13	5	0.68
neuroscience	56635	19074	13	5	0.68
effects	56635	19074	13	5	0.68
reason	56635	19074	13	5	0.68
simple	56635	19074	15	5	0.67
To	56635	19074	15	5	0.67
Historical	56635	19074	15	5	0.67
phenomena	56635	19074	15	5	0.67
purely	56635	19074	15	5	0.67
Marxism	56635	19074	14	5	0.67
societies	56635	19074	14	5	0.67
Understanding	56635	19074	14	5	0.67
ideological	56635	19074	14	5	0.67
science	56635	19074	14	5	0.67
language	56635	19074	14	5	0.67
Although	56635	19074	14	5	0.67
pure	56635	19074	6	3	0.65
programs	56635	19074	6	3	0.65
economy	56635	19074	6	3	0.65
critics	56635	19074	6	3	0.65
reflects	56635	19074	6	3	0.65
leads	56635	19074	6	3	0.65
experiencing	56635	19074	6	3	0.65
Modern	56635	19074	6	3	0.65
deal	56635	19074	6	3	0.65
historically	56635	19074	6	3	0.65
refer	56635	19074	6	3	0.65
(the	56635	19074	6	3	0.65
descriptions	56635	19074	6	3	0.65
Penrose	56635	19074	6	3	0.65
wide	56635	19074	6	3	0.65
explains	56635	19074	6	3	0.65
developing	56635	19074	6	3	0.65
compared	56635	19074	6	3	0.65
representation	56635	19074	6	3	0.65
concerns	56635	19074	6	3	0.65
creature	56635	19074	6	3	0.65
Question	56635	19074	6	3	0.65
(or	56635	19074	6	3	0.65
comprehensive	56635	19074	6	3	0.65
items	56635	19074	6	3	0.65
Not	56635	19074	6	3	0.65
imply	56635	19074	6	3	0.65
problem”	56635	19074	6	3	0.65
deficit	56635	19074	6	3	0.65
medieval	56635	19074	3	2	0.65
motives	56635	19074	3	2	0.65
humanity	56635	19074	3	2	0.65
series	56635	19074	3	2	0.65
Communist	56635	19074	3	2	0.65
oneself	56635	19074	3	2	0.65
possibility"	56635	19074	3	2	0.65
Philosopher	56635	19074	3	2	0.65
Leszek	56635	19074	3	2	0.65
prove	56635	19074	3	2	0.65
mention	56635	19074	3	2	0.65
Fostering	56635	19074	3	2	0.65
obstacles	56635	19074	3	2	0.65
insights	56635	19074	3	2	0.65
challenging	56635	19074	3	2	0.65
borders	56635	19074	3	2	0.65
proponents	56635	19074	3	2	0.65
communicate	56635	19074	3	2	0.65
fuels	56635	19074	3	2	0.65
faced	56635	19074	3	2	0.65
socioeconomic	56635	19074	3	2	0.65
innate	56635	19074	3	2	0.65
globalized	56635	19074	3	2	0.65
persist	56635	19074	3	2	0.65
instances	56635	19074	3	2	0.65
pivotal	56635	19074	3	2	0.65
harnessed	56635	19074	3	2	0.65
acknowledge	56635	19074	3	2	0.65
summary	56635	19074	3	2	0.65
drives	56635	19074	3	2	0.65
realize	56635	19074	3	2	0.65
controversy	56635	19074	3	2	0.65
that’s	56635	19074	3	2	0.65
responsive	56635	19074	3	2	0.65
topics	56635	19074	3	2	0.65
intuitions	56635	19074	3	2	0.65
Cartesian	56635	19074	3	2	0.65
distinguishes	56635	19074	3	2	0.65
introspective	56635	19074	3	2	0.65
self-consciousness	56635	19074	3	2	0.65
resides	56635	19074	3	2	0.65
occurring	56635	19074	3	2	0.65
reflected	56635	19074	3	2	0.65
(including	56635	19074	3	2	0.65
experiments	56635	19074	3	2	0.65
universally	56635	19074	3	2	0.65
zombie	56635	19074	3	2	0.65
decision-making	56635	19074	3	2	0.65
apply	56635	19074	3	2	0.65
