token	corpus size	all contexts size	frequency	co-frequency	specificity
диктовали	242815	19521	4	4	4.38
(Ев	242815	19521	4	4	4.38
чуткости	242815	19521	4	4	4.38
Некоторый	242815	19521	4	4	4.38
почек»	242815	19521	4	4	4.38
А ещё	242815	19521	4	4	4.38
бомбу	242815	19521	4	4	4.38
отцы	242815	19521	4	4	4.38
нечистой	242815	19521	4	4	4.38
испытывал	242815	19521	4	4	4.38
обвиняющие	242815	19521	4	4	4.38
Чистая	242815	19521	4	4	4.38
библейской	242815	19521	4	4	4.38
мы	242815	19521	592	74	4.31
нужна	242815	19521	35	11	4.30
сторона	242815	19521	19	8	4.28
одна	242815	19521	61	15	4.25
чистоты	242815	19521	7	5	4.22
мертвых	242815	19521	7	5	4.22
учений	242815	19521	7	5	4.22
послании	242815	19521	7	5	4.22
Йешилдал	242815	19521	7	5	4.22
лукавая	242815	19521	7	5	4.22
которым	242815	19521	42	12	4.19
начинает	242815	19521	55	14	4.18
наша	242815	19521	36	11	4.17
написано	242815	19521	15	7	4.15
апостол	242815	19521	15	7	4.15
ума	242815	19521	25	9	4.13
Бога	242815	19521	77	17	4.11
души	242815	19521	77	17	4.11
нравственное	242815	19521	20	8	4.10
только	242815	19521	542	68	4.09
требований	242815	19521	11	6	4.09
внешнему	242815	19521	11	6	4.09
если	242815	19521	338	47	4.06
закона	242815	19521	57	14	4.01
прислушиваться	242815	19521	16	7	3.93
каждого	242815	19521	65	15	3.93
нашу	242815	19521	21	8	3.92
отсутствие	242815	19521	27	9	3.84
ком	242815	19521	8	5	3.84
честь	242815	19521	8	5	3.84
правильного	242815	19521	8	5	3.84
христианстве	242815	19521	8	5	3.84
Является	242815	19521	8	5	3.84
выражает	242815	19521	12	6	3.82
считает	242815	19521	40	11	3.73
проповеди	242815	19521	5	4	3.72
страстями	242815	19521	5	4	3.72
падения	242815	19521	5	4	3.72
Изучением	242815	19521	5	4	3.72
обнаруживают	242815	19521	5	4	3.72
временной	242815	19521	5	4	3.72
Сократа	242815	19521	5	4	3.72
(греч	242815	19521	5	4	3.72
схоластической	242815	19521	5	4	3.72
божественный	242815	19521	5	4	3.72
«муки	242815	19521	5	4	3.72
Три	242815	19521	5	4	3.72
заблуждения	242815	19521	5	4	3.72
сожженной	242815	19521	5	4	3.72
попирает	242815	19521	5	4	3.72
гордыни	242815	19521	5	4	3.72
кричит	242815	19521	5	4	3.72
оправдывающие	242815	19521	5	4	3.72
долг	242815	19521	5	4	3.72
коллективной	242815	19521	5	4	3.72
Храни	242815	19521	5	4	3.72
образом	242815	19521	201	31	3.70
внутренний	242815	19521	76	16	3.67
понятие	242815	19521	76	16	3.67
по	242815	19521	824	93	3.66
слышать	242815	19521	13	6	3.59
плод	242815	19521	13	6	3.59
часто	242815	19521	110	20	3.53
Библии	242815	19521	9	5	3.52
твоя	242815	19521	9	5	3.52
как	242815	19521	1801	181	3.51
проявление	242815	19521	24	8	3.47
анализ	242815	19521	24	8	3.47
испытывать	242815	19521	24	8	3.47
совершенно	242815	19521	64	14	3.47
вины	242815	19521	95	18	3.46
Есть	242815	19521	43	11	3.45
становится	242815	19521	88	17	3.41
удовлетворения	242815	19521	19	7	3.40
нет	242815	19521	201	30	3.39
силой	242815	19521	25	8	3.34
личной	242815	19521	25	8	3.34
Феофан	242815	19521	25	8	3.34
нашей	242815	19521	82	16	3.30
Нагорной	242815	19521	3	3	3.28
(глазу)	242815	19521	3	3	3.28
примириться	242815	19521	3	3	3.28
отличительное	242815	19521	3	3	3.28
другую»	242815	19521	3	3	3.28
свидетельству	242815	19521	3	3	3.28
засвидетельствует	242815	19521	3	3	3.28
добродетельную	242815	19521	3	3	3.28
,омраченный	242815	19521	3	3	3.28
писанным	242815	19521	3	3	3.28
утратили	242815	19521	3	3	3.28
предал	242815	19521	3	3	3.28
повторные	242815	19521	3	3	3.28
омрачают	242815	19521	3	3	3.28
душевными	242815	19521	3	3	3.28
Внимательное	242815	19521	3	3	3.28
волевая	242815	19521	3	3	3.28
наблюдаем	242815	19521	3	3	3.28
осуществлением	242815	19521	3	3	3.28
Несомненно	242815	19521	3	3	3.28
стоящей	242815	19521	3	3	3.28
запятнавшему	242815	19521	3	3	3.28
навеки	242815	19521	3	3	3.28
взращивать	242815	19521	3	3	3.28
нелегко	242815	19521	3	3	3.28
непреложный	242815	19521	3	3	3.28
указатель	242815	19521	3	3	3.28
наклонностями	242815	19521	3	3	3.28
живую	242815	19521	3	3	3.28
силлогизмом	242815	19521	3	3	3.28
мацпэн	242815	19521	3	3	3.28
компасу	242815	19521	3	3	3.28
живущий	242815	19521	3	3	3.28
гласом	242815	19521	3	3	3.28
общественная	242815	19521	3	3	3.28
сбросивший	242815	19521	3	3	3.28
разбудить	242815	19521	3	3	3.28
“от	242815	19521	3	3	3.28
дел”	242815	19521	3	3	3.28
порокам	242815	19521	3	3	3.28
попирая	242815	19521	3	3	3.28
сжигает	242815	19521	3	3	3.28
примирение	242815	19521	3	3	3.28
судьей	242815	19521	3	3	3.28
(1Пт	242815	19521	3	3	3.28
личная	242815	19521	3	3	3.28
пробудилась	242815	19521	3	3	3.28
нужна]Если	242815	19521	3	3	3.28
чрезмерно	242815	19521	3	3	3.28
формируется	242815	19521	52	12	3.28
оправдывают	242815	19521	6	4	3.28
проявлением	242815	19521	6	4	3.28
совершенствоваться	242815	19521	6	4	3.28
Сенека	242815	19521	6	4	3.28
долга	242815	19521	6	4	3.28
иврите	242815	19521	6	4	3.28
Махир	242815	19521	6	4	3.28
берется	242815	19521	6	4	3.28
Формирование	242815	19521	6	4	3.28
интегральной	242815	19521	6	4	3.28
к	242815	19521	1212	126	3.26
чистоту	242815	19521	10	5	3.25
причём	242815	19521	10	5	3.25
практическим	242815	19521	10	5	3.25
отмечает	242815	19521	10	5	3.25
такая	242815	19521	20	7	3.25
объясняет	242815	19521	26	8	3.22
избавиться	242815	19521	26	8	3.22
современном	242815	19521	15	6	3.20
элемент	242815	19521	15	6	3.20
выше	242815	19521	46	11	3.19
действие	242815	19521	46	11	3.19
Если	242815	19521	275	37	3.16
–	242815	19521	785	86	3.12
человеческой	242815	19521	40	10	3.11
самости	242815	19521	27	8	3.10
перед	242815	19521	137	22	3.09
ни	242815	19521	193	28	3.04
Наличие	242815	19521	16	6	3.03
Ибо	242815	19521	16	6	3.03
Стыд	242815	19521	11	5	3.03
до	242815	19521	213	30	3.01
свойством	242815	19521	28	8	2.99
служит	242815	19521	28	8	2.99
грех	242815	19521	56	12	2.99
очень	242815	19521	176	26	2.99
Таким	242815	19521	72	14	2.96
отчетливо	242815	19521	7	4	2.94
поступали	242815	19521	7	4	2.94
яркий	242815	19521	7	4	2.94
природным	242815	19521	7	4	2.94
наблюдение	242815	19521	7	4	2.94
наличием	242815	19521	7	4	2.94
выгодно	242815	19521	7	4	2.94
понуждает	242815	19521	7	4	2.94
благодатной	242815	19521	7	4	2.94
взросления	242815	19521	7	4	2.94
очистить	242815	19521	7	4	2.94
терзания	242815	19521	7	4	2.94
удовлетворению	242815	19521	7	4	2.94
поступки	242815	19521	115	19	2.91
видим	242815	19521	29	8	2.89
прямо	242815	19521	29	8	2.89
свободы	242815	19521	29	8	2.89
радости	242815	19521	17	6	2.88
главным	242815	19521	17	6	2.88
учение	242815	19521	17	6	2.88
действовать	242815	19521	43	10	2.87
другими	242815	19521	58	12	2.86
взаимоотношения	242815	19521	12	5	2.83
судит	242815	19521	12	5	2.83
Черчланд	242815	19521	12	5	2.83
ошибки	242815	19521	30	8	2.79
который	242815	19521	281	36	2.77
делать	242815	19521	110	18	2.76
источник	242815	19521	18	6	2.74
от	242815	19521	915	95	2.73
сожалеть	242815	19521	4	3	2.72
называемый	242815	19521	4	3	2.72
нечиста	242815	19521	4	3	2.72
повествует	242815	19521	4	3	2.72
перестал	242815	19521	4	3	2.72
ежедневных	242815	19521	4	3	2.72
побуждала	242815	19521	4	3	2.72
заслуживающие	242815	19521	4	3	2.72
действуя	242815	19521	4	3	2.72
Обращаясь	242815	19521	4	3	2.72
волевое	242815	19521	4	3	2.72
грешному	242815	19521	4	3	2.72
обреченным	242815	19521	4	3	2.72
Злая	242815	19521	4	3	2.72
палача	242815	19521	4	3	2.72
самоудовлетворенности	242815	19521	4	3	2.72
Фома	242815	19521	4	3	2.72
Гитлер	242815	19521	4	3	2.72
глас	242815	19521	4	3	2.72
Суперэго	242815	19521	4	3	2.72
порочной	242815	19521	4	3	2.72
Лукавая	242815	19521	4	3	2.72
своей»	242815	19521	4	3	2.72
крик	242815	19521	4	3	2.72
Честь	242815	19521	4	3	2.72
развитой	242815	19521	4	3	2.72
совесть)	242815	19521	4	3	2.72
искаженная	242815	19521	4	3	2.72
Чернавин	242815	19521	4	3	2.72
нравственности	242815	19521	45	10	2.72
свидетельствуют	242815	19521	8	4	2.68
наказывает	242815	19521	8	4	2.68
Павла	242815	19521	8	4	2.68
религиозной	242815	19521	8	4	2.68
Святого	242815	19521	8	4	2.68
испытывают	242815	19521	8	4	2.68
когда	242815	19521	357	43	2.67
со	242815	19521	216	29	2.66
вере	242815	19521	13	5	2.66
поступать	242815	19521	25	7	2.64
оценивать	242815	19521	39	9	2.62
говорил	242815	19521	19	6	2.61
причине	242815	19521	19	6	2.61
потому	242815	19521	152	22	2.56
действительно	242815	19521	40	9	2.54
правильно	242815	19521	40	9	2.54
себе	242815	19521	312	38	2.54
стыд	242815	19521	33	8	2.53
внутреннее	242815	19521	33	8	2.53
кто	242815	19521	144	21	2.52
Божиим	242815	19521	14	5	2.50
инстинктов	242815	19521	14	5	2.50
точки	242815	19521	90	15	2.49
отношениях	242815	19521	20	6	2.49
слышит	242815	19521	9	4	2.46
справедливость	242815	19521	9	4	2.46
волей	242815	19521	9	4	2.46
стороне	242815	19521	9	4	2.46
иная	242815	19521	9	4	2.46
веру	242815	19521	9	4	2.46
чувством	242815	19521	34	8	2.45
нравственный	242815	19521	27	7	2.44
была	242815	19521	66	12	2.41
там	242815	19521	58	11	2.40
говорится	242815	19521	21	6	2.38
моральных	242815	19521	35	8	2.37
стороны	242815	19521	93	15	2.37
находит	242815	19521	15	5	2.36
всякого	242815	19521	15	5	2.36
ясности	242815	19521	15	5	2.36
правильный	242815	19521	15	5	2.36
отметить	242815	19521	15	5	2.36
наименование	242815	19521	5	3	2.36
зверь	242815	19521	5	3	2.36
похвалы	242815	19521	5	3	2.36
бессмертия	242815	19521	5	3	2.36
познавательная	242815	19521	5	3	2.36
воздействует	242815	19521	5	3	2.36
доводов	242815	19521	5	3	2.36
волевой	242815	19521	5	3	2.36
неисполнение	242815	19521	5	3	2.36
очищению	242815	19521	5	3	2.36
таинствах	242815	19521	5	3	2.36
причастия	242815	19521	5	3	2.36
руководит	242815	19521	5	3	2.36
слезы	242815	19521	5	3	2.36
Нужна	242815	19521	5	3	2.36
ложной	242815	19521	5	3	2.36
безусловный	242815	19521	5	3	2.36
церкви	242815	19521	5	3	2.36
отводится	242815	19521	5	3	2.36
анализе	242815	19521	5	3	2.36
корень	242815	19521	5	3	2.36
мацпун	242815	19521	5	3	2.36
доцент	242815	19521	5	3	2.36
описывал	242815	19521	5	3	2.36
внимательными	242815	19521	5	3	2.36
спокойной	242815	19521	5	3	2.36
заблуждение	242815	19521	5	3	2.36
исправлять	242815	19521	5	3	2.36
свидетеля	242815	19521	5	3	2.36
эгоизмом	242815	19521	5	3	2.36
пробуждение	242815	19521	5	3	2.36
удовлетворять	242815	19521	5	3	2.36
учениям	242815	19521	5	3	2.36
Небесами	242815	19521	5	3	2.36
Голос	242815	19521	5	3	2.36
Каким	242815	19521	5	3	2.36
законодателя	242815	19521	5	3	2.36
зрения	242815	19521	121	18	2.35
с	242815	19521	1894	176	2.34
путь	242815	19521	51	10	2.33
тот	242815	19521	94	15	2.33
формирование	242815	19521	36	8	2.30
Подобные	242815	19521	22	6	2.28
философских	242815	19521	22	6	2.28
называет	242815	19521	22	6	2.28
Божией	242815	19521	22	6	2.28
словами	242815	19521	52	10	2.28
судья	242815	19521	10	4	2.28
доброй	242815	19521	10	4	2.28
дух	242815	19521	29	7	2.27
нравственных	242815	19521	29	7	2.27
подробно	242815	19521	16	5	2.23
через	242815	19521	144	20	2.23
силы	242815	19521	37	8	2.23
разум	242815	19521	45	9	2.22
стоит	242815	19521	30	7	2.19
первый	242815	19521	30	7	2.19
противиться	242815	19521	2	2	2.19
(Мк	242815	19521	2	2	2.19
образно	242815	19521	2	2	2.19
Когтистый	242815	19521	2	2	2.19
Незваный	242815	19521	2	2	2.19
гость	242815	19521	2	2	2.19
докучный	242815	19521	2	2	2.19
Заимодавец	242815	19521	2	2	2.19
грубый	242815	19521	2	2	2.19
ведьма	242815	19521	2	2	2.19
изобразил	242815	19521	2	2	2.19
жалок	242815	19521	2	2	2.19
доверяем	242815	19521	2	2	2.19
выявляет	242815	19521	2	2	2.19
приведем	242815	19521	2	2	2.19
делаются	242815	19521	2	2	2.19
нестерпимыми	242815	19521	2	2	2.19
Иуде-предателе	242815	19521	2	2	2.19
повесился	242815	19521	2	2	2.19
невинность	242815	19521	2	2	2.19
опору	242815	19521	2	2	2.19
надежды	242815	19521	2	2	2.19
дел»	242815	19521	2	2	2.19
Пословицы	242815	19521	2	2	2.19
сильны	242815	19521	2	2	2.19
«внутренний	242815	19521	2	2	2.19
персоналом	242815	19521	2	2	2.19
Представить	242815	19521	2	2	2.19
этико-религиозными	242815	19521	2	2	2.19
Ближайшим	242815	19521	2	2	2.19
служило	242815	19521	2	2	2.19
трагиков	242815	19521	2	2	2.19
Демон	242815	19521	2	2	2.19
касались	242815	19521	2	2	2.19
оракула	242815	19521	2	2	2.19
указал	242815	19521	2	2	2.19
Эпиктет	242815	19521	2	2	2.19
ближних	242815	19521	2	2	2.19
встречаемся	242815	19521	2	2	2.19
XIII	242815	19521	2	2	2.19
έτέρου)	242815	19521	2	2	2.19
разумеет	242815	19521	2	2	2.19
заслоняют	242815	19521	2	2	2.19
изредка	242815	19521	2	2	2.19
упоминание	242815	19521	2	2	2.19
изображал	242815	19521	2	2	2.19
указывал	242815	19521	2	2	2.19
Пелагия	242815	19521	2	2	2.19
противника	242815	19521	2	2	2.19
блаженного	242815	19521	2	2	2.19
Августина	242815	19521	2	2	2.19
казуистическому	242815	19521	2	2	2.19
служили	242815	19521	2	2	2.19
прямо-таки	242815	19521	2	2	2.19
затемняли	242815	19521	2	2	2.19
засоряли	242815	19521	2	2	2.19
рассмотрению	242815	19521	2	2	2.19
изображена	242815	19521	2	2	2.19
изменчивое	242815	19521	2	2	2.19
условное	242815	19521	2	2	2.19
синдерезиса)	242815	19521	2	2	2.19
потенцией	242815	19521	2	2	2.19
Подробный	242815	19521	2	2	2.19
Антонина	242815	19521	2	2	2.19
Флоренции	242815	19521	2	2	2.19
схоластическую	242815	19521	2	2	2.19
(синдерезис	242815	19521	2	2	2.19
эпоха	242815	19521	2	2	2.19
реформация	242815	19521	2	2	2.19
разрушала	242815	19521	2	2	2.19
созидая	242815	19521	2	2	2.19
стройной	242815	19521	2	2	2.19
Меланхтона	242815	19521	2	2	2.19
сравнивающего	242815	19521	2	2	2.19
посылка —	242815	19521	2	2	2.19
«скрытое»	242815	19521	2	2	2.19
(«компас»)	242815	19521	2	2	2.19
вредит	242815	19521	2	2	2.19
республиканца	242815	19521	2	2	2.19
монархиста	242815	19521	2	2	2.19
Адольф	242815	19521	2	2	2.19
на чём	242815	19521	2	2	2.19
её антиподом	242815	19521	2	2	2.19
можно ли	242815	19521	2	2	2.19
изобразить	242815	19521	2	2	2.19
имя —	242815	19521	2	2	2.19
и продолжается	242815	19521	2	2	2.19
В основном	242815	19521	2	2	2.19
и условий	242815	19521	2	2	2.19
С этой	242815	19521	2	2	2.19
от сочетания	242815	19521	2	2	2.19
Иззи	242815	19521	2	2	2.19
Калман	242815	19521	2	2	2.19
зеркальных	242815	19521	2	2	2.19
И после	242815	19521	2	2	2.19
не испытывает	242815	19521	2	2	2.19
и «плохо»	242815	19521	2	2	2.19
внутри нет	242815	19521	2	2	2.19
Низкая	242815	19521	2	2	2.19
и беспокойство	242815	19521	2	2	2.19
по этому	242815	19521	2	2	2.19
на который	242815	19521	2	2	2.19
и саморегуляция	242815	19521	2	2	2.19
ночь	242815	19521	2	2	2.19
в угрызениях	242815	19521	2	2	2.19
сорванной	242815	19521	2	2	2.19
в будущем	242815	19521	2	2	2.19
в похожей	242815	19521	2	2	2.19
об изменении	242815	19521	2	2	2.19
Комаров	242815	19521	2	2	2.19
провоцировать	242815	19521	2	2	2.19
и положительные	242815	19521	2	2	2.19
и негативные	242815	19521	2	2	2.19
мы проходим	242815	19521	2	2	2.19
«секьюрити»	242815	19521	2	2	2.19
и чувствуем	242815	19521	2	2	2.19
то испытываем	242815	19521	2	2	2.19
искупление	242815	19521	2	2	2.19
снимаем	242815	19521	2	2	2.19
в дискомфортных	242815	19521	2	2	2.19
эмоциях —	242815	19521	2	2	2.19
— пробуждается	242815	19521	2	2	2.19
концепт	242815	19521	2	2	2.19
философ-экзистенциалист	242815	19521	2	2	2.19
Хайдеггер	242815	19521	2	2	2.19
значимую	242815	19521	2	2	2.19
к своему	242815	19521	2	2	2.19
по Хайдеггеру	242815	19521	2	2	2.19
он потенциально	242815	19521	2	2	2.19
нравственен	242815	19521	2	2	2.19
и свободен	242815	19521	2	2	2.19
Но при	242815	19521	2	2	2.19
плюсах	242815	19521	2	2	2.19
и навредить	242815	19521	2	2	2.19
антиподом	242815	19521	2	2	2.19
Можно ли	242815	19521	2	2	2.19
на свою	242815	19521	2	2	2.19
На трансформации	242815	19521	2	2	2.19
подход —	242815	19521	2	2	2.19
морально-восстановительная	242815	19521	2	2	2.19
(MRT)	242815	19521	2	2	2.19
и в вопросах	242815	19521	2	2	2.19
запечатленное	242815	19521	2	2	2.19
святым	242815	19521	2	2	2.19
крещением	242815	19521	2	2	2.19
последованием	242815	19521	2	2	2.19
приходе	242815	19521	2	2	2.19
Хиросиму	242815	19521	2	2	2.19
лобная	242815	19521	2	2	2.19
Утверждая	242815	19521	2	2	2.19
Правмире	242815	19521	2	2	2.19
сделки	242815	19521	2	2	2.19
судящей	242815	19521	2	2	2.19
мнительная	242815	19521	2	2	2.19
невнимателен	242815	19521	2	2	2.19
очерствевает	242815	19521	2	2	2.19
раскрыл	242815	19521	2	2	2.19
отрадные	242815	19521	2	2	2.19
предотвратить	242815	19521	2	2	2.19
суеверные	242815	19521	2	2	2.19
Преданиии	242815	19521	2	2	2.19
лицемерии	242815	19521	2	2	2.19
лжеучителях	242815	19521	2	2	2.19
Удовлетворение	242815	19521	2	2	2.19
обличений	242815	19521	2	2	2.19
Божества	242815	19521	2	2	2.19
бесовским	242815	19521	2	2	2.19
лжесловесников	242815	19521	2	2	2.19
сожженных	242815	19521	2	2	2.19
сгорает	242815	19521	2	2	2.19
неудовлетворенной	242815	19521	2	2	2.19
муках	242815	19521	2	2	2.19
выхода	242815	19521	2	2	2.19
сжигании	242815	19521	2	2	2.19
сжигания	242815	19521	2	2	2.19
некоторому	242815	19521	2	2	2.19
слепое	242815	19521	2	2	2.19
подчинение	242815	19521	2	2	2.19
антисоциальном	242815	19521	2	2	2.19
почувствовал	242815	19521	2	2	2.19
сожженные	242815	19521	2	2	2.19
«своей»	242815	19521	2	2	2.19
ужасным	242815	19521	2	2	2.19
бьет	242815	19521	2	2	2.19
Христианину	242815	19521	2	2	2.19
проступков	242815	19521	2	2	2.19
восприимчивой	242815	19521	2	2	2.19
двигать	242815	19521	2	2	2.19
разоблачения	242815	19521	2	2	2.19
чиста»	242815	19521	2	2	2.19
порицает	242815	19521	2	2	2.19
взрослой	242815	19521	2	2	2.19
индикатором	242815	19521	2	2	2.19
Фромм	242815	19521	2	2	2.19
авторитарную	242815	19521	2	2	2.19
гуманистическую	242815	19521	2	2	2.19
договариваться	242815	19521	2	2	2.19
Кому-то	242815	19521	2	2	2.19
Консервативная	242815	19521	2	2	2.19
утолить	242815	19521	2	2	2.19
«голод»	242815	19521	2	2	2.19
пробуждении	242815	19521	2	2	2.19
хороша	242815	19521	2	2	2.19
системная	242815	19521	2	2	2.19
Интегральная	242815	19521	2	2	2.19
трансцендентная	242815	19521	2	2	2.19
Запишитесь	242815	19521	2	2	2.19
онлайн-консультацию	242815	19521	2	2	2.19
сдерживающим	242815	19521	2	2	2.19
нормальное	242815	19521	2	2	2.19
велениям	242815	19521	2	2	2.19
Тестирование	242815	19521	2	2	2.19
повествованиях	242815	19521	2	2	2.19
сопернику	242815	19521	2	2	2.19
другую”	242815	19521	2	2	2.19
исходной	242815	19521	2	2	2.19
афоризм	242815	19521	2	2	2.19
глубинная	242815	19521	2	2	2.19
«Наличие	242815	19521	2	2	2.19
в борьбе	242815	19521	2	2	2.19
за выживание	242815	19521	2	2	2.19
Из сказанного	242815	19521	2	2	2.19
Искажение	242815	19521	2	2	2.19
Скрупулёзность	242815	19521	2	2	2.19
Благо	242815	19521	2	2	2.19
занятиям	242815	19521	2	2	2.19
заглушается	242815	19521	2	2	2.19
слабеет	242815	19521	2	2	2.19
неверно	242815	19521	2	2	2.19
нападает	242815	19521	2	2	2.19
страшливость	242815	19521	2	2	2.19
(скрупулезность)	242815	19521	2	2	2.19
заблуждающаяся	242815	19521	2	2	2.19
вразумляется	242815	19521	2	2	2.19
злато	242815	19521	2	2	2.19
натачивается	242815	19521	2	2	2.19
безукоризненною	242815	19521	2	2	2.19
сие-то	242815	19521	2	2	2.19
неправости	242815	19521	2	2	2.19
хватило	242815	19521	2	2	2.19
прокурора	242815	19521	2	2	2.19
Когда	242815	19521	98	15	2.18
значит	242815	19521	89	14	2.17
обладает	242815	19521	54	10	2.17
явлений	242815	19521	38	8	2.16
зависит	242815	19521	46	9	2.16
Однако	242815	19521	99	15	2.15
необходимо	242815	19521	63	11	2.15
лежит	242815	19521	17	5	2.12
имеет	242815	19521	158	21	2.12
Божия	242815	19521	31	7	2.12
основных	242815	19521	31	7	2.12
убедить	242815	19521	11	4	2.12
называть	242815	19521	11	4	2.12
Впрочем	242815	19521	11	4	2.12
основным	242815	19521	11	4	2.12
совесть —	242815	19521	11	4	2.12
способна	242815	19521	11	4	2.12
страстей	242815	19521	11	4	2.12
сильнее	242815	19521	11	4	2.12
совершил	242815	19521	11	4	2.12
нравственного	242815	19521	39	8	2.10
законам	242815	19521	24	6	2.09
врожденное	242815	19521	6	3	2.09
письменный	242815	19521	6	3	2.09
облегчения	242815	19521	6	3	2.09
страдали	242815	19521	6	3	2.09
проявлениях	242815	19521	6	3	2.09
обнаруживаются	242815	19521	6	3	2.09
Возникновение	242815	19521	6	3	2.09
возникнет	242815	19521	6	3	2.09
изображения	242815	19521	6	3	2.09
Божьим	242815	19521	6	3	2.09
фильтр	242815	19521	6	3	2.09
добрую	242815	19521	6	3	2.09
моральное	242815	19521	6	3	2.09
лицемерие	242815	19521	6	3	2.09
страдают	242815	19521	6	3	2.09
развита	242815	19521	6	3	2.09
твоей	242815	19521	6	3	2.09
испытание	242815	19521	6	3	2.09
жизни	242815	19521	316	36	2.09
люди	242815	19521	191	24	2.06
чего	242815	19521	74	12	2.05
Господь	242815	19521	32	7	2.05
вида	242815	19521	32	7	2.05
будет	242815	19521	203	25	2.02
услышать	242815	19521	18	5	2.01
закону	242815	19521	18	5	2.01
после	242815	19521	103	15	2.01
душу	242815	19521	25	6	2.01
ибо	242815	19521	49	9	2.00
занимается	242815	19521	12	4	1.98
Обычно	242815	19521	12	4	1.98
свободу	242815	19521	12	4	1.98
сохранить	242815	19521	12	4	1.98
которое	242815	19521	165	21	1.95
отношении	242815	19521	59	10	1.93
про	242815	19521	19	5	1.92
понятиями	242815	19521	19	5	1.92
Ницше	242815	19521	19	5	1.92
в	242815	19521	5470	459	1.91
всегда	242815	19521	147	19	1.89
Священном	242815	19521	7	3	1.89
силами	242815	19521	7	3	1.89
волею	242815	19521	7	3	1.89
обычной	242815	19521	7	3	1.89
исповеди	242815	19521	7	3	1.89
словаре	242815	19521	7	3	1.89
показатель	242815	19521	7	3	1.89
ошибаться	242815	19521	7	3	1.89
понятию	242815	19521	7	3	1.89
важен	242815	19521	7	3	1.89
