token	corpus size	all contexts size	frequency	co-frequency	specificity
свободы	242815	23133	29	9	3.06
окружающего	242815	23133	35	10	3.03
соотношения	242815	23133	14	6	3.00
научной	242815	23133	14	6	3.00
Чалмерс	242815	23133	14	6	3.00
Основные	242815	23133	14	6	3.00
отрыве	242815	23133	6	4	3.00
эволюционное	242815	23133	6	4	3.00
Нарушение	242815	23133	6	4	3.00
целостного	242815	23133	6	4	3.00
Леонтьева	242815	23133	6	4	3.00
появилось	242815	23133	6	4	3.00
обеспечивающих	242815	23133	6	4	3.00
рассмотреть	242815	23133	6	4	3.00
Коллективное	242815	23133	6	4	3.00
ясного	242815	23133	6	4	3.00
потеря	242815	23133	6	4	3.00
Наше	242815	23133	6	4	3.00
функция	242815	23133	48	12	2.98
том	242815	23133	385	54	2.97
интеллекта	242815	23133	19	7	2.97
еще	242815	23133	150	26	2.97
каковы	242815	23133	10	5	2.92
практическим	242815	23133	10	5	2.92
бодрствование	242815	23133	10	5	2.92
теориями	242815	23133	10	5	2.92
каузально	242815	23133	10	5	2.92
Связь	242815	23133	10	5	2.92
можем	242815	23133	83	17	2.92
природы	242815	23133	49	12	2.90
с	242815	23133	1894	213	2.89
согласно	242815	23133	56	13	2.87
существ	242815	23133	31	9	2.84
мозгом	242815	23133	20	7	2.82
интегрированной	242815	23133	20	7	2.82
понимается	242815	23133	20	7	2.82
субъекта	242815	23133	50	12	2.82
нейронных	242815	23133	15	6	2.82
входят	242815	23133	15	6	2.82
проблемой	242815	23133	15	6	2.82
связано	242815	23133	57	13	2.80
существовать	242815	23133	26	8	2.76
частности	242815	23133	32	9	2.74
деятельность	242815	23133	58	13	2.73
искусственного	242815	23133	11	5	2.70
единой	242815	23133	11	5	2.70
наличия	242815	23133	11	5	2.70
возникло	242815	23133	11	5	2.70
потока	242815	23133	11	5	2.70
Дэвид	242815	23133	11	5	2.70
изучение	242815	23133	11	5	2.70
зачастую	242815	23133	11	5	2.70
точнее	242815	23133	11	5	2.70
совокупность	242815	23133	21	7	2.69
работает	242815	23133	73	15	2.68
рассмотрения	242815	23133	7	4	2.67
функциональном	242815	23133	7	4	2.67
биологическая	242815	23133	7	4	2.67
находящиеся	242815	23133	7	4	2.67
характеристику	242815	23133	7	4	2.67
^([9])	242815	23133	7	4	2.67
описание	242815	23133	7	4	2.67
изучении	242815	23133	7	4	2.67
предсказать	242815	23133	7	4	2.67
заслуживает	242815	23133	7	4	2.67
динамики	242815	23133	7	4	2.67
семь	242815	23133	7	4	2.67
особой	242815	23133	7	4	2.67
«почему»	242815	23133	7	4	2.67
контролем	242815	23133	7	4	2.67
изучением	242815	23133	7	4	2.67
рассудок	242815	23133	16	6	2.66
выделяют	242815	23133	16	6	2.66
коре	242815	23133	16	6	2.66
черты	242815	23133	27	8	2.65
сознанием	242815	23133	119	21	2.64
благодаря	242815	23133	67	14	2.61
знания	242815	23133	60	13	2.60
мир	242815	23133	177	28	2.59
пытается	242815	23133	22	7	2.57
понять	242815	23133	90	17	2.56
форме	242815	23133	34	9	2.56
собой	242815	23133	170	27	2.55
физического	242815	23133	28	8	2.55
понятие	242815	23133	76	15	2.52
психика	242815	23133	17	6	2.51
множества	242815	23133	17	6	2.51
содержанием	242815	23133	17	6	2.51
объектом	242815	23133	12	5	2.51
отсутствует	242815	23133	12	5	2.51
взаимодействие	242815	23133	12	5	2.51
единого	242815	23133	12	5	2.51
развитием	242815	23133	12	5	2.51
естественное	242815	23133	12	5	2.51
соотносительного	242815	23133	4	3	2.50
всеобщее	242815	23133	4	3	2.50
субстанцией	242815	23133	4	3	2.50
ключе	242815	23133	4	3	2.50
Человеческое	242815	23133	4	3	2.50
Вундта	242815	23133	4	3	2.50
устройстве	242815	23133	4	3	2.50
пребывают	242815	23133	4	3	2.50
взаимосвязанных	242815	23133	4	3	2.50
локализации	242815	23133	4	3	2.50
разумного	242815	23133	4	3	2.50
посмотрим	242815	23133	4	3	2.50
материальный	242815	23133	4	3	2.50
Каковы	242815	23133	4	3	2.50
наделен	242815	23133	4	3	2.50
Дескриптивный	242815	23133	4	3	2.50
[Baars	242815	23133	4	3	2.50
конференции	242815	23133	4	3	2.50
надлежащего	242815	23133	4	3	2.50
каузального	242815	23133	4	3	2.50
функционировать	242815	23133	4	3	2.50
метаментальное	242815	23133	4	3	2.50
метафизических	242815	23133	4	3	2.50
IIT	242815	23133	4	3	2.50
смысле	242815	23133	99	18	2.50
под	242815	23133	147	24	2.49
того	242815	23133	346	47	2.49
форма	242815	23133	55	12	2.48
В	242815	23133	880	104	2.47
вне	242815	23133	35	9	2.47
элементов	242815	23133	35	9	2.47
котором	242815	23133	77	15	2.46
когнитивных	242815	23133	23	7	2.45
два	242815	23133	70	14	2.44
несколько	242815	23133	70	14	2.44
отражения	242815	23133	42	10	2.43
состояние	242815	23133	149	24	2.43
внимания	242815	23133	93	17	2.43
способности	242815	23133	56	12	2.42
компоненты	242815	23133	8	4	2.41
предполагают	242815	23133	8	4	2.41
изучению	242815	23133	8	4	2.41
Рене	242815	23133	8	4	2.41
фактором	242815	23133	8	4	2.41
разнообразных	242815	23133	8	4	2.41
аспектами	242815	23133	8	4	2.41
носителя	242815	23133	8	4	2.41
Роджер	242815	23133	8	4	2.41
греховности	242815	23133	8	4	2.41
переходит	242815	23133	8	4	2.41
психики	242815	23133	86	16	2.40
картину	242815	23133	18	6	2.38
описывает	242815	23133	18	6	2.38
активности	242815	23133	64	13	2.37
некоторые	242815	23133	57	12	2.36
подход	242815	23133	30	8	2.36
возникновения	242815	23133	24	7	2.35
исследований	242815	23133	24	7	2.35
формирования	242815	23133	24	7	2.35
проявление	242815	23133	24	7	2.35
некая	242815	23133	13	5	2.34
физики	242815	23133	13	5	2.34
[Как	242815	23133	13	5	2.34
исчезает	242815	23133	13	5	2.34
аспекта	242815	23133	13	5	2.34
без	242815	23133	194	29	2.34
хотя	242815	23133	103	18	2.34
мышления	242815	23133	65	13	2.32
форм	242815	23133	37	9	2.31
модели	242815	23133	31	8	2.27
мы	242815	23133	592	72	2.26
памяти	242815	23133	105	18	2.26
субъектом	242815	23133	19	6	2.26
психические	242815	23133	19	6	2.26
отражает	242815	23133	25	7	2.25
развитии	242815	23133	25	7	2.25
проблемы	242815	23133	59	12	2.25
а	242815	23133	875	101	2.22
свойственная	242815	23133	9	4	2.20
включают	242815	23133	9	4	2.20
явлениями	242815	23133	9	4	2.20
квантовые	242815	23133	9	4	2.20
каких	242815	23133	9	4	2.20
университета	242815	23133	9	4	2.20
немало	242815	23133	9	4	2.20
статуса	242815	23133	9	4	2.20
Общая	242815	23133	9	4	2.20
образуют	242815	23133	14	5	2.20
говорим	242815	23133	14	5	2.20
бодрствования	242815	23133	14	5	2.20
значений	242815	23133	14	5	2.20
объяснении	242815	23133	14	5	2.20
описать	242815	23133	14	5	2.20
пытаются	242815	23133	14	5	2.20
содержание	242815	23133	39	9	2.17
компьютеры	242815	23133	5	3	2.15
включающую	242815	23133	5	3	2.15
субстанций	242815	23133	5	3	2.15
способной	242815	23133	5	3	2.15
феноменологии	242815	23133	5	3	2.15
речевых	242815	23133	5	3	2.15
фактами	242815	23133	5	3	2.15
компонентами	242815	23133	5	3	2.15
интенциональной	242815	23133	5	3	2.15
Университета	242815	23133	5	3	2.15
поведенческие	242815	23133	5	3	2.15
выделение	242815	23133	5	3	2.15
Главным	242815	23133	5	3	2.15
Индивидуальное	242815	23133	5	3	2.15
наличию	242815	23133	5	3	2.15
Изучение	242815	23133	5	3	2.15
Главные	242815	23133	5	3	2.15
несознательными	242815	23133	5	3	2.15
степеней	242815	23133	5	3	2.15
[Rosenthal	242815	23133	5	3	2.15
[Carruthers	242815	23133	5	3	2.15
уяснить	242815	23133	5	3	2.15
соотносить	242815	23133	5	3	2.15
квалитативное	242815	23133	5	3	2.15
метаментального	242815	23133	5	3	2.15
некой	242815	23133	5	3	2.15
следствие	242815	23133	5	3	2.15
нейронного	242815	23133	5	3	2.15
гипотезы	242815	23133	5	3	2.15
концепцией	242815	23133	5	3	2.15
коллапс	242815	23133	5	3	2.15
отображает	242815	23133	5	3	2.15
–	242815	23133	785	91	2.15
стало	242815	23133	20	6	2.15
поскольку	242815	23133	61	12	2.14
возникает	242815	23133	61	12	2.14
мира	242815	23133	248	34	2.11
проявляется	242815	23133	40	9	2.10
отсутствие	242815	23133	27	7	2.07
виды	242815	23133	27	7	2.07
появление	242815	23133	15	5	2.06
психике	242815	23133	15	5	2.06
различение	242815	23133	15	5	2.06
телом	242815	23133	21	6	2.04
каким	242815	23133	21	6	2.04
двух	242815	23133	63	12	2.04
животных	242815	23133	63	12	2.04
необходимо	242815	23133	63	12	2.04
Большом	242815	23133	2	2	2.04
энциклопедическом	242815	23133	2	2	2.04
общественно	242815	23133	2	2	2.04
развитому	242815	23133	2	2	2.04
нечеловеческое	242815	23133	2	2	2.04
мир —	242815	23133	2	2	2.04
полюса —	242815	23133	2	2	2.04
(наивность)	242815	23133	2	2	2.04
явствует	242815	23133	2	2	2.04
отвлечься	242815	23133	2	2	2.04
«выйти»	242815	23133	2	2	2.04
разделённость	242815	23133	2	2	2.04
«выделяют»	242815	23133	2	2	2.04
мыслящее	242815	23133	2	2	2.04
рассудка)	242815	23133	2	2	2.04
сформулирована	242815	23133	2	2	2.04
новоевропейской	242815	23133	2	2	2.04
мыслящей	242815	23133	2	2	2.04
идеалистов	242815	23133	2	2	2.04
бихевиористов	242815	23133	2	2	2.04
доказывая	242815	23133	2	2	2.04
(обычно	242815	23133	2	2	2.04
Пуруша	242815	23133	2	2	2.04
(«безмолвный	242815	23133	2	2	2.04
свидетель»)	242815	23133	2	2	2.04
Будды	242815	23133	2	2	2.04
универсальной	242815	23133	2	2	2.04
человеческому	242815	23133	2	2	2.04
речевыми	242815	23133	2	2	2.04
кардинальную	242815	23133	2	2	2.04
Коммуникативный	242815	23133	2	2	2.04
Спонтанность	242815	23133	2	2	2.04
изменённых	242815	23133	2	2	2.04
обусловливает	242815	23133	2	2	2.04
этапы	242815	23133	2	2	2.04
Особую	242815	23133	2	2	2.04
первичного	242815	23133	2	2	2.04
мире»	242815	23133	2	2	2.04
охватить	242815	23133	2	2	2.04
продвинулись	242815	23133	2	2	2.04
Тафтса	242815	23133	2	2	2.04
и стремятся	242815	23133	2	2	2.04
с объективным	242815	23133	2	2	2.04
в совокупности	242815	23133	2	2	2.04
достаточные	242815	23133	2	2	2.04
очертить	242815	23133	2	2	2.04
лампа	242815	23133	2	2	2.04
спрос	242815	23133	2	2	2.04
в вегетативном	242815	23133	2	2	2.04
система —	242815	23133	2	2	2.04
надёжным	242815	23133	2	2	2.04
Основу	242815	23133	2	2	2.04
Оценки	242815	23133	2	2	2.04
предложенной	242815	23133	2	2	2.04
сферическая	242815	23133	2	2	2.04
незаметного	242815	23133	2	2	2.04
инсайтов	242815	23133	2	2	2.04
^([14][15])	242815	23133	2	2	2.04
значительным	242815	23133	2	2	2.04
оперирует	242815	23133	2	2	2.04
искусно	242815	23133	2	2	2.04
[Могут	242815	23133	2	2	2.04
точно)	242815	23133	2	2	2.04
австралийский	242815	23133	2	2	2.04
AST	242815	23133	2	2	2.04
углом	242815	23133	2	2	2.04
продуктом	242815	23133	2	2	2.04
феномену	242815	23133	2	2	2.04
песщинка	242815	23133	2	2	2.04
Тоесть	242815	23133	2	2	2.04
сверх	242815	23133	2	2	2.04
варп	242815	23133	2	2	2.04
двигатели	242815	23133	2	2	2.04
мульти	242815	23133	2	2	2.04
вселённую	242815	23133	2	2	2.04
откладываются	242815	23133	2	2	2.04
Коллективным	242815	23133	2	2	2.04
измененное	242815	23133	2	2	2.04
Мичиганского	242815	23133	2	2	2.04
врачи	242815	23133	2	2	2.04
непонятных	242815	23133	2	2	2.04
порождающая	242815	23133	2	2	2.04
истоков	242815	23133	2	2	2.04
измененных	242815	23133	2	2	2.04
различают	242815	23133	2	2	2.04
с физической	242815	23133	2	2	2.04
составляющими	242815	23133	2	2	2.04
о природе	242815	23133	2	2	2.04
ауры	242815	23133	2	2	2.04
адекватное	242815	23133	2	2	2.04
Каузальный	242815	23133	2	2	2.04
Метафизические	242815	23133	2	2	2.04
Частные	242815	23133	2	2	2.04
богатой	242815	23133	2	2	2.04
пошел	242815	23133	2	2	2.04
1986]	242815	23133	2	2	2.04
темпоральной	242815	23133	2	2	2.04
Задача	242815	23133	2	2	2.04
смоделировать	242815	23133	2	2	2.04
репрезентативистской	242815	23133	2	2	2.04
касаться	242815	23133	2	2	2.04
соединительные	242815	23133	2	2	2.04
перспективах	242815	23133	2	2	2.04
релевантного	242815	23133	2	2	2.04
лишенными	242815	23133	2	2	2.04
использовались	242815	23133	2	2	2.04
теснее	242815	23133	2	2	2.04
метаментальной	242815	23133	2	2	2.04
очевиднее	242815	23133	2	2	2.04
отвечающих	242815	23133	2	2	2.04
локализовать	242815	23133	2	2	2.04
надлежащих	242815	23133	2	2	2.04
полноценное	242815	23133	2	2	2.04
Модели	242815	23133	2	2	2.04
архитектурой	242815	23133	2	2	2.04
коррелятов	242815	23133	2	2	2.04
фундаментальном	242815	23133	2	2	2.04
категорической	242815	23133	2	2	2.04
теоретическая	242815	23133	2	2	2.04
обобщенные	242815	23133	2	2	2.04
групповом	242815	23133	2	2	2.04
групповое	242815	23133	2	2	2.04
теоретического	242815	23133	2	2	2.04
личностное	242815	23133	2	2	2.04
твердит	242815	23133	2	2	2.04
Тульвинг	242815	23133	2	2	2.04
Стержнем	242815	23133	2	2	2.04
Центра	242815	23133	2	2	2.04
нейронаук	242815	23133	2	2	2.04
Нейрофизиологические	242815	23133	2	2	2.04
Патология	242815	23133	2	2	2.04
обмороке	242815	23133	2	2	2.04
Динамичность	242815	23133	2	2	2.04
непостижимым	242815	23133	2	2	2.04
принадлежащее	242815	23133	2	2	2.04
многочисленными	242815	23133	2	2	2.04
ослабляется	242815	23133	2	2	2.04
угасшим	242815	23133	2	2	2.04
гумус	242815	23133	2	2	2.04
кичливо	242815	23133	2	2	2.04
Парадигмы	242815	23133	2	2	2.04
превосходства	242815	23133	2	2	2.04
Предпосылками	242815	23133	2	2	2.04
рефлексивность	242815	23133	2	2	2.04
Центрированность	242815	23133	2	2	2.04
вышесказанное	242815	23133	2	2	2.04
выделены	242815	23133	2	2	2.04
расстройством	242815	23133	2	2	2.04
скрывает	242815	23133	2	2	2.04
организованного	242815	23133	2	2	2.04
самоколлапсе	242815	23133	2	2	2.04
оптимизации	242815	23133	2	2	2.04
С точки	242815	23133	2	2	2.04
сущее	242815	23133	2	2	2.04
оболочки	242815	23133	2	2	2.04
(«совесть	242815	23133	2	2	2.04
утилитарно-ассоциационному	242815	23133	2	2	2.04
обоснованное	242815	23133	2	2	2.04
долга»	242815	23133	2	2	2.04
«скрытое»	242815	23133	2	2	2.04
скрытый	242815	23133	2	2	2.04
альтернирующего	242815	23133	2	2	2.04
субстанции»)	242815	23133	2	2	2.04
разработанная	242815	23133	2	2	2.04
непонятна	242815	23133	2	2	2.04
В этой	242815	23133	2	2	2.04
мы разбираемся	242815	23133	2	2	2.04
и гармонично	242815	23133	2	2	2.04
Во сне	242815	23133	2	2	2.04
в другое	242815	23133	2	2	2.04
к важным	242815	23133	2	2	2.04
и о мире	242815	23133	2	2	2.04
и подсознания	242815	23133	2	2	2.04
на внимание	242815	23133	2	2	2.04
к дыханию	242815	23133	2	2	2.04
«сканирование»	242815	23133	2	2	2.04
и прогрессивную	242815	23133	2	2	2.04
мышечную	242815	23133	2	2	2.04
релаксацию	242815	23133	2	2	2.04
снижению	242815	23133	2	2	2.04
и более	242815	23133	2	2	2.04
о вашем	242815	23133	2	2	2.04
и подсознании	242815	23133	2	2	2.04
знание	242815	23133	34	8	2.04
поэтому	242815	23133	79	14	2.03
уровень	242815	23133	79	14	2.03
ТИИ	242815	23133	10	4	2.02
конкретные	242815	23133	10	4	2.02
ценность	242815	23133	10	4	2.02
научное	242815	23133	10	4	2.02
идею	242815	23133	10	4	2.02
направлено	242815	23133	10	4	2.02
Какие	242815	23133	10	4	2.02
«что»	242815	23133	10	4	2.02
биологических	242815	23133	10	4	2.02
теориях	242815	23133	10	4	2.02
признают	242815	23133	10	4	2.02
сторонников	242815	23133	10	4	2.02
Следовательно	242815	23133	10	4	2.02
коллективного	242815	23133	10	4	2.02
понимание	242815	23133	64	12	2.00
множество	242815	23133	49	10	1.99
целом	242815	23133	49	10	1.99
вопроса	242815	23133	28	7	1.99
считается	242815	23133	28	7	1.99
бы	242815	23133	461	56	1.99
феномен	242815	23133	42	9	1.98
какой	242815	23133	35	8	1.97
своего	242815	23133	122	19	1.97
области	242815	23133	65	12	1.95
философских	242815	23133	22	6	1.95
основе	242815	23133	73	13	1.95
признаки	242815	23133	16	5	1.94
научного	242815	23133	16	5	1.94
столь	242815	23133	29	7	1.91
задач	242815	23133	29	7	1.91
состоянии	242815	23133	74	13	1.91
формирование	242815	23133	36	8	1.91
естественных	242815	23133	6	3	1.89
полюса	242815	23133	6	3	1.89
какова	242815	23133	6	3	1.89
произвольно	242815	23133	6	3	1.89
Нейронные	242815	23133	6	3	1.89
функционировании	242815	23133	6	3	1.89
протекающих	242815	23133	6	3	1.89
решили	242815	23133	6	3	1.89
на вопрос	242815	23133	6	3	1.89
движениями	242815	23133	6	3	1.89
уровнем	242815	23133	6	3	1.89
новыми	242815	23133	6	3	1.89
отдельно	242815	23133	6	3	1.89
изучает	242815	23133	6	3	1.89
слой	242815	23133	6	3	1.89
привело	242815	23133	6	3	1.89
Признаки	242815	23133	6	3	1.89
описании	242815	23133	6	3	1.89
обретает	242815	23133	6	3	1.89
доказывали	242815	23133	6	3	1.89
разновидность	242815	23133	6	3	1.89
хотим	242815	23133	6	3	1.89
(пар	242815	23133	6	3	1.89
казаться	242815	23133	6	3	1.89
разновидностей	242815	23133	6	3	1.89
известных	242815	23133	6	3	1.89
функциональные	242815	23133	6	3	1.89
Формы	242815	23133	6	3	1.89
телесной	242815	23133	6	3	1.89
подтверждается	242815	23133	6	3	1.89
Предполагается	242815	23133	6	3	1.89
Целостность	242815	23133	6	3	1.89
основанное	242815	23133	6	3	1.89
так	242815	23133	518	61	1.88
обработке	242815	23133	11	4	1.87
свойственна	242815	23133	11	4	1.87
акты	242815	23133	11	4	1.87
научных	242815	23133	11	4	1.87
фактов	242815	23133	11	4	1.87
отношение	242815	23133	67	12	1.87
более	242815	23133	280	36	1.86
одном	242815	23133	23	6	1.86
одним	242815	23133	23	6	1.86
примеры	242815	23133	23	6	1.86
модель	242815	23133	44	9	1.86
роль	242815	23133	92	15	1.85
концепцию	242815	23133	17	5	1.84
обладают	242815	23133	17	5	1.84
выполняет	242815	23133	17	5	1.84
определений	242815	23133	17	5	1.84
2000]	242815	23133	17	5	1.84
развития	242815	23133	128	19	1.80
находится	242815	23133	61	11	1.78
философия	242815	23133	24	6	1.78
внешним	242815	23133	24	6	1.78
Благодаря	242815	23133	24	6	1.78
или	242815	23133	1342	141	1.77
самым	242815	23133	46	9	1.76
способность	242815	23133	157	22	1.74
свойств	242815	23133	62	11	1.74
вывод	242815	23133	18	5	1.74
кроме	242815	23133	18	5	1.74
вновь	242815	23133	18	5	1.74
проходит	242815	23133	18	5	1.74
контексте	242815	23133	18	5	1.74
философские	242815	23133	12	4	1.74
компьютера	242815	23133	12	4	1.74
ряда	242815	23133	12	4	1.74
умение	242815	23133	12	4	1.74
животные	242815	23133	12	4	1.74
структурой	242815	23133	12	4	1.74
черта	242815	23133	12	4	1.74
характеристик	242815	23133	12	4	1.74
чертой	242815	23133	12	4	1.74
нарушение	242815	23133	12	4	1.74
Пенроуз	242815	23133	12	4	1.74
Значение	242815	23133	12	4	1.74
нужно	242815	23133	87	14	1.74
две	242815	23133	39	8	1.73
Можно	242815	23133	47	9	1.71
факт	242815	23133	47	9	1.71
сущности	242815	23133	32	7	1.71
чём	242815	23133	25	6	1.70
физической	242815	23133	25	6	1.70
сознания»	242815	23133	25	6	1.70
протяжении	242815	23133	25	6	1.70
году	242815	23133	25	6	1.70
лучше	242815	23133	55	10	1.70
