token	corpus size	all contexts size	frequency	co-frequency	specificity
общественным	278991	23146	7	6	5.68
психологии	278991	23146	154	31	5.65
нейронные	278991	23146	17	9	5.65
материи	278991	23146	26	11	5.57
ученые	278991	23146	36	13	5.56
существование	278991	23146	47	15	5.55
процессов	278991	23146	91	22	5.53
конституирует	278991	23146	5	5	5.41
радикальные	278991	23146	5	5	5.41
помраченного	278991	23146	5	5	5.41
механизмов	278991	23146	23	10	5.24
состояний	278991	23146	62	17	5.20
основы	278991	23146	28	11	5.20
Функции	278991	23146	11	7	5.20
также	278991	23146	295	47	5.16
природе	278991	23146	63	17	5.10
самосознание	278991	23146	45	14	5.08
изучения	278991	23146	24	10	5.05
уровни	278991	23146	24	10	5.05
объяснение	278991	23146	24	10	5.05
структура	278991	23146	29	11	5.03
реальностью	278991	23146	12	7	4.86
Большинство	278991	23146	12	7	4.86
исследования	278991	23146	47	14	4.84
мере	278991	23146	86	20	4.84
являются	278991	23146	101	22	4.79
терминах	278991	23146	31	11	4.72
общей	278991	23146	31	11	4.72
способностей	278991	23146	21	9	4.71
Существует	278991	23146	21	9	4.71
выступает	278991	23146	26	10	4.69
особенности	278991	23146	26	10	4.69
звеном	278991	23146	6	5	4.67
квантовым	278991	23146	6	5	4.67
невозможность	278991	23146	6	5	4.67
Типы	278991	23146	6	5	4.67
помещается	278991	23146	6	5	4.67
подсознание	278991	23146	43	13	4.62
философы	278991	23146	27	10	4.52
современной	278991	23146	22	9	4.52
образом	278991	23146	201	34	4.49
результатом	278991	23146	18	8	4.38
Развитие	278991	23146	23	9	4.34
характеристики	278991	23146	23	9	4.34
дисциплин	278991	23146	4	4	4.32
изучающих	278991	23146	4	4	4.32
промежуточным	278991	23146	4	4	4.32
Измененные	278991	23146	4	4	4.32
данность	278991	23146	4	4	4.32
Взаимодействие	278991	23146	4	4	4.32
Функциональный	278991	23146	4	4	4.32
и бессознательным	278991	23146	4	4	4.32
представления	278991	23146	52	14	4.32
проблеме	278991	23146	10	6	4.32
фундаментальной	278991	23146	10	6	4.32
квалитативного	278991	23146	10	6	4.32
собственно	278991	23146	14	7	4.30
теорию	278991	23146	29	10	4.22
аспекты	278991	23146	24	9	4.18
типов	278991	23146	24	9	4.18
В	278991	23146	880	104	4.17
определить	278991	23146	41	12	4.17
идеи	278991	23146	41	12	4.17
считают	278991	23146	41	12	4.17
широкое	278991	23146	7	5	4.16
признаком	278991	23146	7	5	4.16
подсознанием	278991	23146	7	5	4.16
функционирование	278991	23146	7	5	4.16
феноменальное	278991	23146	7	5	4.16
информации	278991	23146	151	27	4.14
статус	278991	23146	15	7	4.06
обладает	278991	23146	55	14	4.04
коме	278991	23146	11	6	4.01
факторами	278991	23146	11	6	4.01
уровней	278991	23146	11	6	4.01
Общественное	278991	23146	11	6	4.01
создать	278991	23146	20	8	4.00
основных	278991	23146	31	10	3.95
рефлексии	278991	23146	26	9	3.88
Вселенной	278991	23146	26	9	3.88
Согласно	278991	23146	57	14	3.87
существовании	278991	23146	16	7	3.85
предметом	278991	23146	21	8	3.83
подсознания	278991	23146	21	8	3.83
связь	278991	23146	79	17	3.81
уровне	278991	23146	94	19	3.81
еще	278991	23146	150	26	3.80
степени	278991	23146	72	16	3.79
Выделяют	278991	23146	8	5	3.77
‍	278991	23146	12	6	3.75
психология	278991	23146	39	11	3.72
связаны	278991	23146	39	11	3.72
существования	278991	23146	33	10	3.71
ткани	278991	23146	22	8	3.67
единства	278991	23146	22	8	3.67
взаимосвязи	278991	23146	5	4	3.66
научная	278991	23146	5	4	3.66
мышлением	278991	23146	5	4	3.66
субъективность	278991	23146	5	4	3.66
рефлексивного	278991	23146	5	4	3.66
Очевидно	278991	23146	5	4	3.66
предметное	278991	23146	5	4	3.66
предполагает	278991	23146	40	11	3.62
свойством	278991	23146	28	9	3.61
представлений	278991	23146	34	10	3.60
того	278991	23146	346	47	3.56
можем	278991	23146	83	17	3.55
–	278991	23146	785	91	3.55
ответить	278991	23146	23	8	3.52
окружающего	278991	23146	35	10	3.49
функция	278991	23146	48	12	3.48
связана	278991	23146	29	9	3.48
определяет	278991	23146	29	9	3.48
свободы	278991	23146	29	9	3.48
операций	278991	23146	18	7	3.48
меньшей	278991	23146	18	7	3.48
Тонони	278991	23146	18	7	3.48
находящихся	278991	23146	9	5	3.46
сенсорная	278991	23146	9	5	3.46
считаю	278991	23146	9	5	3.46
природы	278991	23146	49	12	3.40
мир	278991	23146	177	28	3.40
согласно	278991	23146	56	13	3.40
собой	278991	23146	170	27	3.33
сознанием	278991	23146	119	21	3.33
связано	278991	23146	57	13	3.32
субъекта	278991	23146	50	12	3.32
интеллекта	278991	23146	19	7	3.32
соотношения	278991	23146	14	6	3.31
научной	278991	23146	14	6	3.31
Чалмерс	278991	23146	14	6	3.31
Основные	278991	23146	14	6	3.31
существ	278991	23146	31	9	3.25
деятельность	278991	23146	58	13	3.25
культурно-исторической	278991	23146	3	3	3.24
физическому	278991	23146	3	3	3.24
Основным	278991	23146	3	3	3.24
сопоставляется	278991	23146	3	3	3.24
опыта»	278991	23146	3	3	3.24
Трудная	278991	23146	3	3	3.24
группового	278991	23146	3	3	3.24
слоя	278991	23146	3	3	3.24
отражательная	278991	23146	3	3	3.24
важнейшее	278991	23146	3	3	3.24
на тему	278991	23146	3	3	3.24
похожи	278991	23146	3	3	3.24
фундаментальным	278991	23146	3	3	3.24
загадочным	278991	23146	3	3	3.24
выделяются	278991	23146	3	3	3.24
и свойства	278991	23146	3	3	3.24
Объяснительный	278991	23146	3	3	3.24
ASSC)	278991	23146	3	3	3.24
градаций	278991	23146	3	3	3.24
анестезиолог	278991	23146	3	3	3.24
память) —	278991	23146	3	3	3.24
нейрофизиологических	278991	23146	3	3	3.24
идеальность	278991	23146	3	3	3.24
работает	278991	23146	73	15	3.24
отрыве	278991	23146	6	4	3.22
эволюционное	278991	23146	6	4	3.22
Нарушение	278991	23146	6	4	3.22
целостного	278991	23146	6	4	3.22
Леонтьева	278991	23146	6	4	3.22
появилось	278991	23146	6	4	3.22
обеспечивающих	278991	23146	6	4	3.22
рассмотреть	278991	23146	6	4	3.22
Коллективное	278991	23146	6	4	3.22
ясного	278991	23146	6	4	3.22
потеря	278991	23146	6	4	3.22
Наше	278991	23146	6	4	3.22
каковы	278991	23146	10	5	3.19
практическим	278991	23146	10	5	3.19
бодрствование	278991	23146	10	5	3.19
теориями	278991	23146	10	5	3.19
каузально	278991	23146	10	5	3.19
мозгом	278991	23146	20	7	3.17
интегрированной	278991	23146	20	7	3.17
понимается	278991	23146	20	7	3.17
понять	278991	23146	90	17	3.15
частности	278991	23146	32	9	3.15
благодаря	278991	23146	67	14	3.14
состояние	278991	23146	149	24	3.14
существовать	278991	23146	26	8	3.13
нейронных	278991	23146	15	6	3.13
входят	278991	23146	15	6	3.13
проблемой	278991	23146	15	6	3.13
знания	278991	23146	60	13	3.11
смысле	278991	23146	99	18	3.11
понятие	278991	23146	76	15	3.06
совокупность	278991	23146	21	7	3.03
черты	278991	23146	27	8	3.02
искусственного	278991	23146	11	5	2.97
единой	278991	23146	11	5	2.97
наличия	278991	23146	11	5	2.97
возникло	278991	23146	11	5	2.97
потока	278991	23146	11	5	2.97
Дэвид	278991	23146	11	5	2.97
изучение	278991	23146	11	5	2.97
зачастую	278991	23146	11	5	2.97
точнее	278991	23146	11	5	2.97
Связь	278991	23146	11	5	2.97
рассудок	278991	23146	16	6	2.96
выделяют	278991	23146	16	6	2.96
коре	278991	23146	16	6	2.96
два	278991	23146	70	14	2.96
несколько	278991	23146	70	14	2.96
внимания	278991	23146	94	17	2.95
форме	278991	23146	34	9	2.95
форма	278991	23146	55	12	2.95
психики	278991	23146	86	16	2.95
физического	278991	23146	28	8	2.91
пытается	278991	23146	22	7	2.90
мира	278991	23146	248	34	2.90
рассмотрения	278991	23146	7	4	2.89
функциональном	278991	23146	7	4	2.89
биологическая	278991	23146	7	4	2.89
находящиеся	278991	23146	7	4	2.89
характеристику	278991	23146	7	4	2.89
^([9])	278991	23146	7	4	2.89
описание	278991	23146	7	4	2.89
изучении	278991	23146	7	4	2.89
предсказать	278991	23146	7	4	2.89
заслуживает	278991	23146	7	4	2.89
динамики	278991	23146	7	4	2.89
семь	278991	23146	7	4	2.89
особой	278991	23146	7	4	2.89
«почему»	278991	23146	7	4	2.89
контролем	278991	23146	7	4	2.89
изучением	278991	23146	7	4	2.89
способности	278991	23146	56	12	2.88
вне	278991	23146	35	9	2.86
элементов	278991	23146	35	9	2.86
активности	278991	23146	64	13	2.85
отражения	278991	23146	42	10	2.85
памяти	278991	23146	105	18	2.83
некоторые	278991	23146	57	12	2.82
психика	278991	23146	17	6	2.81
множества	278991	23146	17	6	2.81
содержанием	278991	23146	17	6	2.81
мышления	278991	23146	65	13	2.80
когнитивных	278991	23146	23	7	2.78
объектом	278991	23146	12	5	2.77
отсутствует	278991	23146	12	5	2.77
взаимодействие	278991	23146	12	5	2.77
единого	278991	23146	12	5	2.77
развитием	278991	23146	12	5	2.77
естественное	278991	23146	12	5	2.77
подход	278991	23146	30	8	2.71
проблемы	278991	23146	59	12	2.69
соотносительного	278991	23146	4	3	2.68
всеобщее	278991	23146	4	3	2.68
субстанцией	278991	23146	4	3	2.68
ключе	278991	23146	4	3	2.68
Человеческое	278991	23146	4	3	2.68
Вундта	278991	23146	4	3	2.68
устройстве	278991	23146	4	3	2.68
пребывают	278991	23146	4	3	2.68
взаимосвязанных	278991	23146	4	3	2.68
локализации	278991	23146	4	3	2.68
разумного	278991	23146	4	3	2.68
посмотрим	278991	23146	4	3	2.68
материальный	278991	23146	4	3	2.68
Каковы	278991	23146	4	3	2.68
наделен	278991	23146	4	3	2.68
Дескриптивный	278991	23146	4	3	2.68
[Baars	278991	23146	4	3	2.68
конференции	278991	23146	4	3	2.68
надлежащего	278991	23146	4	3	2.68
каузального	278991	23146	4	3	2.68
функционировать	278991	23146	4	3	2.68
метаментальное	278991	23146	4	3	2.68
метафизических	278991	23146	4	3	2.68
IIT	278991	23146	4	3	2.68
картину	278991	23146	18	6	2.67
описывает	278991	23146	18	6	2.67
возникновения	278991	23146	24	7	2.67
исследований	278991	23146	24	7	2.67
формирования	278991	23146	24	7	2.67
проявление	278991	23146	24	7	2.67
компоненты	278991	23146	8	4	2.63
предполагают	278991	23146	8	4	2.63
изучению	278991	23146	8	4	2.63
Рене	278991	23146	8	4	2.63
фактором	278991	23146	8	4	2.63
разнообразных	278991	23146	8	4	2.63
аспектами	278991	23146	8	4	2.63
носителя	278991	23146	8	4	2.63
Роджер	278991	23146	8	4	2.63
греховности	278991	23146	8	4	2.63
переходит	278991	23146	8	4	2.63
модели	278991	23146	31	8	2.62
форм	278991	23146	38	9	2.61
некая	278991	23146	13	5	2.60
физики	278991	23146	13	5	2.60
[Как	278991	23146	13	5	2.60
исчезает	278991	23146	13	5	2.60
аспекта	278991	23146	13	5	2.60
поскольку	278991	23146	61	12	2.58
возникает	278991	23146	61	12	2.58
отражает	278991	23146	25	7	2.56
развитии	278991	23146	25	7	2.56
субъектом	278991	23146	19	6	2.54
содержание	278991	23146	39	9	2.53
своего	278991	23146	122	19	2.50
поэтому	278991	23146	79	14	2.49
уровень	278991	23146	79	14	2.49
двух	278991	23146	63	12	2.47
животных	278991	23146	63	12	2.47
необходимо	278991	23146	63	12	2.47
проявляется	278991	23146	40	9	2.46
образуют	278991	23146	14	5	2.44
говорим	278991	23146	14	5	2.44
бодрствования	278991	23146	14	5	2.44
значений	278991	23146	14	5	2.44
объяснении	278991	23146	14	5	2.44
описать	278991	23146	14	5	2.44
пытаются	278991	23146	14	5	2.44
психические	278991	23146	20	6	2.43
стало	278991	23146	20	6	2.43
понимание	278991	23146	64	12	2.41
свойственная	278991	23146	9	4	2.41
включают	278991	23146	9	4	2.41
явлениями	278991	23146	9	4	2.41
квантовые	278991	23146	9	4	2.41
университета	278991	23146	9	4	2.41
немало	278991	23146	9	4	2.41
статуса	278991	23146	9	4	2.41
Общая	278991	23146	9	4	2.41
отсутствие	278991	23146	27	7	2.37
виды	278991	23146	27	7	2.37
знание	278991	23146	34	8	2.37
множество	278991	23146	49	10	2.36
целом	278991	23146	49	10	2.36
области	278991	23146	65	12	2.36
основе	278991	23146	74	13	2.33
состоянии	278991	23146	74	13	2.33
феномен	278991	23146	42	9	2.32
компьютеры	278991	23146	5	3	2.32
включающую	278991	23146	5	3	2.32
субстанций	278991	23146	5	3	2.32
способной	278991	23146	5	3	2.32
феноменологии	278991	23146	5	3	2.32
речевых	278991	23146	5	3	2.32
фактами	278991	23146	5	3	2.32
компонентами	278991	23146	5	3	2.32
интенциональной	278991	23146	5	3	2.32
Университета	278991	23146	5	3	2.32
поведенческие	278991	23146	5	3	2.32
выделение	278991	23146	5	3	2.32
Главным	278991	23146	5	3	2.32
Индивидуальное	278991	23146	5	3	2.32
наличию	278991	23146	5	3	2.32
Изучение	278991	23146	5	3	2.32
Главные	278991	23146	5	3	2.32
несознательными	278991	23146	5	3	2.32
степеней	278991	23146	5	3	2.32
[Rosenthal	278991	23146	5	3	2.32
[Carruthers	278991	23146	5	3	2.32
уяснить	278991	23146	5	3	2.32
соотносить	278991	23146	5	3	2.32
квалитативное	278991	23146	5	3	2.32
метаментального	278991	23146	5	3	2.32
некой	278991	23146	5	3	2.32
следствие	278991	23146	5	3	2.32
нейронного	278991	23146	5	3	2.32
концепцией	278991	23146	5	3	2.32
коллапс	278991	23146	5	3	2.32
отображает	278991	23146	5	3	2.32
телом	278991	23146	21	6	2.32
появление	278991	23146	15	5	2.30
психике	278991	23146	15	5	2.30
различение	278991	23146	15	5	2.30
развития	278991	23146	128	19	2.30
роль	278991	23146	92	15	2.30
какой	278991	23146	35	8	2.29
вопроса	278991	23146	28	7	2.28
считается	278991	23146	28	7	2.28
способность	278991	23146	157	22	2.27
отношение	278991	23146	67	12	2.26
ТИИ	278991	23146	10	4	2.23
конкретные	278991	23146	10	4	2.23
ценность	278991	23146	10	4	2.23
научное	278991	23146	10	4	2.23
идею	278991	23146	10	4	2.23
направлено	278991	23146	10	4	2.23
Какие	278991	23146	10	4	2.23
«что»	278991	23146	10	4	2.23
биологических	278991	23146	10	4	2.23
теориях	278991	23146	10	4	2.23
признают	278991	23146	10	4	2.23
сторонников	278991	23146	10	4	2.23
Следовательно	278991	23146	10	4	2.23
коллективного	278991	23146	10	4	2.23
формирование	278991	23146	36	8	2.22
философских	278991	23146	22	6	2.22
столь	278991	23146	29	7	2.20
задач	278991	23146	29	7	2.20
модель	278991	23146	44	9	2.20
признаки	278991	23146	16	5	2.18
научного	278991	23146	16	5	2.18
Большом	278991	23146	2	2	2.16
энциклопедическом	278991	23146	2	2	2.16
общественно	278991	23146	2	2	2.16
развитому	278991	23146	2	2	2.16
нечеловеческое	278991	23146	2	2	2.16
мир —	278991	23146	2	2	2.16
полюса —	278991	23146	2	2	2.16
(наивность)	278991	23146	2	2	2.16
явствует	278991	23146	2	2	2.16
отвлечься	278991	23146	2	2	2.16
«выйти»	278991	23146	2	2	2.16
разделённость	278991	23146	2	2	2.16
«выделяют»	278991	23146	2	2	2.16
мыслящее	278991	23146	2	2	2.16
рассудка)	278991	23146	2	2	2.16
сформулирована	278991	23146	2	2	2.16
новоевропейской	278991	23146	2	2	2.16
мыслящей	278991	23146	2	2	2.16
идеалистов	278991	23146	2	2	2.16
бихевиористов	278991	23146	2	2	2.16
доказывая	278991	23146	2	2	2.16
(обычно	278991	23146	2	2	2.16
Пуруша	278991	23146	2	2	2.16
(«безмолвный	278991	23146	2	2	2.16
свидетель»)	278991	23146	2	2	2.16
Будды	278991	23146	2	2	2.16
универсальной	278991	23146	2	2	2.16
человеческому	278991	23146	2	2	2.16
речевыми	278991	23146	2	2	2.16
кардинальную	278991	23146	2	2	2.16
Коммуникативный	278991	23146	2	2	2.16
Спонтанность	278991	23146	2	2	2.16
изменённых	278991	23146	2	2	2.16
обусловливает	278991	23146	2	2	2.16
этапы	278991	23146	2	2	2.16
Особую	278991	23146	2	2	2.16
первичного	278991	23146	2	2	2.16
мире»	278991	23146	2	2	2.16
охватить	278991	23146	2	2	2.16
продвинулись	278991	23146	2	2	2.16
Тафтса	278991	23146	2	2	2.16
и стремятся	278991	23146	2	2	2.16
с объективным	278991	23146	2	2	2.16
в совокупности	278991	23146	2	2	2.16
достаточные	278991	23146	2	2	2.16
очертить	278991	23146	2	2	2.16
лампа	278991	23146	2	2	2.16
спрос	278991	23146	2	2	2.16
в вегетативном	278991	23146	2	2	2.16
система —	278991	23146	2	2	2.16
надёжным	278991	23146	2	2	2.16
Основу	278991	23146	2	2	2.16
Оценки	278991	23146	2	2	2.16
предложенной	278991	23146	2	2	2.16
сферическая	278991	23146	2	2	2.16
незаметного	278991	23146	2	2	2.16
инсайтов	278991	23146	2	2	2.16
^([14][15])	278991	23146	2	2	2.16
значительным	278991	23146	2	2	2.16
оперирует	278991	23146	2	2	2.16
искусно	278991	23146	2	2	2.16
[Могут	278991	23146	2	2	2.16
австралийский	278991	23146	2	2	2.16
AST	278991	23146	2	2	2.16
углом	278991	23146	2	2	2.16
продуктом	278991	23146	2	2	2.16
феномену	278991	23146	2	2	2.16
песщинка	278991	23146	2	2	2.16
Тоесть	278991	23146	2	2	2.16
сверх	278991	23146	2	2	2.16
варп	278991	23146	2	2	2.16
двигатели	278991	23146	2	2	2.16
мульти	278991	23146	2	2	2.16
вселённую	278991	23146	2	2	2.16
откладываются	278991	23146	2	2	2.16
Коллективным	278991	23146	2	2	2.16
измененное	278991	23146	2	2	2.16
Мичиганского	278991	23146	2	2	2.16
врачи	278991	23146	2	2	2.16
непонятных	278991	23146	2	2	2.16
порождающая	278991	23146	2	2	2.16
истоков	278991	23146	2	2	2.16
измененных	278991	23146	2	2	2.16
различают	278991	23146	2	2	2.16
с физической	278991	23146	2	2	2.16
составляющими	278991	23146	2	2	2.16
о природе	278991	23146	2	2	2.16
ауры	278991	23146	2	2	2.16
адекватное	278991	23146	2	2	2.16
Каузальный	278991	23146	2	2	2.16
Метафизические	278991	23146	2	2	2.16
Частные	278991	23146	2	2	2.16
богатой	278991	23146	2	2	2.16
пошел	278991	23146	2	2	2.16
1986]	278991	23146	2	2	2.16
темпоральной	278991	23146	2	2	2.16
Задача	278991	23146	2	2	2.16
смоделировать	278991	23146	2	2	2.16
репрезентативистской	278991	23146	2	2	2.16
касаться	278991	23146	2	2	2.16
соединительные	278991	23146	2	2	2.16
перспективах	278991	23146	2	2	2.16
релевантного	278991	23146	2	2	2.16
лишенными	278991	23146	2	2	2.16
использовались	278991	23146	2	2	2.16
теснее	278991	23146	2	2	2.16
метаментальной	278991	23146	2	2	2.16
очевиднее	278991	23146	2	2	2.16
отвечающих	278991	23146	2	2	2.16
локализовать	278991	23146	2	2	2.16
надлежащих	278991	23146	2	2	2.16
полноценное	278991	23146	2	2	2.16
Модели	278991	23146	2	2	2.16
архитектурой	278991	23146	2	2	2.16
коррелятов	278991	23146	2	2	2.16
фундаментальном	278991	23146	2	2	2.16
категорической	278991	23146	2	2	2.16
теоретическая	278991	23146	2	2	2.16
обобщенные	278991	23146	2	2	2.16
групповом	278991	23146	2	2	2.16
групповое	278991	23146	2	2	2.16
теоретического	278991	23146	2	2	2.16
личностное	278991	23146	2	2	2.16
твердит	278991	23146	2	2	2.16
Тульвинг	278991	23146	2	2	2.16
Стержнем	278991	23146	2	2	2.16
Центра	278991	23146	2	2	2.16
нейронаук	278991	23146	2	2	2.16
Нейрофизиологические	278991	23146	2	2	2.16
Патология	278991	23146	2	2	2.16
обмороке	278991	23146	2	2	2.16
Динамичность	278991	23146	2	2	2.16
непостижимым	278991	23146	2	2	2.16
принадлежащее	278991	23146	2	2	2.16
многочисленными	278991	23146	2	2	2.16
ослабляется	278991	23146	2	2	2.16
угасшим	278991	23146	2	2	2.16
гумус	278991	23146	2	2	2.16
кичливо	278991	23146	2	2	2.16
Парадигмы	278991	23146	2	2	2.16
превосходства	278991	23146	2	2	2.16
Предпосылками	278991	23146	2	2	2.16
рефлексивность	278991	23146	2	2	2.16
Центрированность	278991	23146	2	2	2.16
вышесказанное	278991	23146	2	2	2.16
выделены	278991	23146	2	2	2.16
расстройством	278991	23146	2	2	2.16
скрывает	278991	23146	2	2	2.16
организованного	278991	23146	2	2	2.16
самоколлапсе	278991	23146	2	2	2.16
оптимизации	278991	23146	2	2	2.16
С точки	278991	23146	2	2	2.16
сущее	278991	23146	2	2	2.16
оболочки	278991	23146	2	2	2.16
(«совесть	278991	23146	2	2	2.16
утилитарно-ассоциационному	278991	23146	2	2	2.16
обоснованное	278991	23146	2	2	2.16
долга»	278991	23146	2	2	2.16
«скрытое»	278991	23146	2	2	2.16
скрытый	278991	23146	2	2	2.16
альтернирующего	278991	23146	2	2	2.16
субстанции»)	278991	23146	2	2	2.16
разработанная	278991	23146	2	2	2.16
непонятна	278991	23146	2	2	2.16
В этой	278991	23146	2	2	2.16
мы разбираемся	278991	23146	2	2	2.16
и гармонично	278991	23146	2	2	2.16
Во сне	278991	23146	2	2	2.16
в другое	278991	23146	2	2	2.16
к важным	278991	23146	2	2	2.16
и о мире	278991	23146	2	2	2.16
и подсознания	278991	23146	2	2	2.16
на внимание	278991	23146	2	2	2.16
к дыханию	278991	23146	2	2	2.16
«сканирование»	278991	23146	2	2	2.16
и прогрессивную	278991	23146	2	2	2.16
мышечную	278991	23146	2	2	2.16
релаксацию	278991	23146	2	2	2.16
снижению	278991	23146	2	2	2.16
и более	278991	23146	2	2	2.16
о вашем	278991	23146	2	2	2.16
и подсознании	278991	23146	2	2	2.16
находится	278991	23146	61	11	2.15
нужно	278991	23146	87	14	2.15
одном	278991	23146	23	6	2.12
одним	278991	23146	23	6	2.12
примеры	278991	23146	23	6	2.12
свойств	278991	23146	62	11	2.10
самым	278991	23146	46	9	2.08
обработке	278991	23146	11	4	2.07
свойственна	278991	23146	11	4	2.07
акты	278991	23146	11	4	2.07
научных	278991	23146	11	4	2.07
фактов	278991	23146	11	4	2.07
концепцию	278991	23146	17	5	2.07
обладают	278991	23146	17	5	2.07
выполняет	278991	23146	17	5	2.07
определений	278991	23146	17	5	2.07
2000]	278991	23146	17	5	2.07
естественных	278991	23146	6	3	2.06
полюса	278991	23146	6	3	2.06
какова	278991	23146	6	3	2.06
произвольно	278991	23146	6	3	2.06
Нейронные	278991	23146	6	3	2.06
функционировании	278991	23146	6	3	2.06
протекающих	278991	23146	6	3	2.06
решили	278991	23146	6	3	2.06
на вопрос	278991	23146	6	3	2.06
движениями	278991	23146	6	3	2.06
уровнем	278991	23146	6	3	2.06
новыми	278991	23146	6	3	2.06
отдельно	278991	23146	6	3	2.06
изучает	278991	23146	6	3	2.06
слой	278991	23146	6	3	2.06
привело	278991	23146	6	3	2.06
Признаки	278991	23146	6	3	2.06
описании	278991	23146	6	3	2.06
обретает	278991	23146	6	3	2.06
доказывали	278991	23146	6	3	2.06
разновидность	278991	23146	6	3	2.06
хотим	278991	23146	6	3	2.06
(пар	278991	23146	6	3	2.06
казаться	278991	23146	6	3	2.06
разновидностей	278991	23146	6	3	2.06
известных	278991	23146	6	3	2.06
функциональные	278991	23146	6	3	2.06
телесной	278991	23146	6	3	2.06
подтверждается	278991	23146	6	3	2.06
гипотезы	278991	23146	6	3	2.06
Предполагается	278991	23146	6	3	2.06
Целостность	278991	23146	6	3	2.06
основанное	278991	23146	6	3	2.06
Поэтому	278991	23146	90	14	2.04
философия	278991	23146	24	6	2.03
внешним	278991	23146	24	6	2.03
Благодаря	278991	23146	24	6	2.03
две	278991	23146	39	8	2.03
Можно	278991	23146	47	9	2.03
факт	278991	23146	47	9	2.03
сущности	278991	23146	32	7	1.98
смысл	278991	23146	40	8	1.97
индивида	278991	23146	40	8	1.97
мозге	278991	23146	40	8	1.97
вывод	278991	23146	18	5	1.96
кроме	278991	23146	18	5	1.96
вновь	278991	23146	18	5	1.96
проходит	278991	23146	18	5	1.96
контексте	278991	23146	18	5	1.96
чём	278991	23146	25	6	1.95
физической	278991	23146	25	6	1.95
сознания»	278991	23146	25	6	1.95
протяжении	278991	23146	25	6	1.95
году	278991	23146	25	6	1.95
восприятия	278991	23146	93	14	1.94
философские	278991	23146	12	4	1.93
компьютера	278991	23146	12	4	1.93
ряда	278991	23146	12	4	1.93
умение	278991	23146	12	4	1.93
животные	278991	23146	12	4	1.93
структурой	278991	23146	12	4	1.93
черта	278991	23146	12	4	1.93
характеристик	278991	23146	12	4	1.93
чертой	278991	23146	12	4	1.93
нарушение	278991	23146	12	4	1.93
Пенроуз	278991	23146	12	4	1.93
Значение	278991	23146	12	4	1.93
три	278991	23146	49	9	1.92
нервной	278991	23146	33	7	1.92
болезни	278991	23146	33	7	1.92
достаточно	278991	23146	41	8	1.91
типа	278991	23146	41	8	1.91
некоторых	278991	23146	41	8	1.91
возможно	278991	23146	58	10	1.90
объясняет	278991	23146	26	6	1.88
опыта	278991	23146	114	16	1.87
бессознательного	278991	23146	50	9	1.87
больных	278991	23146	19	5	1.87
аспектов	278991	23146	19	5	1.87
категории	278991	23146	19	5	1.87
Декарт	278991	23146	19	5	1.87
важную	278991	23146	19	5	1.87
функций	278991	23146	34	7	1.85
бессознательное	278991	23146	34	7	1.85
широком	278991	23146	7	3	1.85
проявляет	278991	23146	7	3	1.85
материя	278991	23146	7	3	1.85
независимые	278991	23146	7	3	1.85
представители	278991	23146	7	3	1.85
объективные	278991	23146	7	3	1.85
возникновению	278991	23146	7	3	1.85
средствами	278991	23146	7	3	1.85
взрослого	278991	23146	7	3	1.85
квантовых	278991	23146	7	3	1.85
реализуется	278991	23146	7	3	1.85
